lang,tweet_id,possibly_sensitive,created_at,text,type,withheld.copyright,withheld.country_codes
en,1465675929460563972,False,2021-11-30T13:35:47.000Z,black widow https://t.co/bvTm3duwYU,quoted,,
es,1465675477234896903,False,2021-11-30T13:33:59.000Z,@theRoyForSide1 @oskarnd182 @umaru91 Eso fue porque black widow no es spiderman,replied_to,,
en,1465675299018788866,False,2021-11-30T13:33:16.000Z,"Black Widow runs toward Captain America, does a parkour move, runs up the car and jumps on Capʼs shield, who gives her a boost so she can grab onto a flying chariot.",,,
en,1465675178524954625,False,2021-11-30T13:32:48.000Z,@3v01v3d @StarCookieChu @thaboyjozu some guy in my class just said black widow dies randomly to me i was so heated,replied_to,,
en,1465675132299399172,False,2021-11-30T13:32:37.000Z,@CultureCrave @Fandango I can't help to think what if Spider-Man meets the black widow?,replied_to,,
en,1465674736910970885,False,2021-11-30T13:31:02.000Z,@ellxprincipito Black widow,replied_to,,
ro,1465674489845452807,False,2021-11-30T13:30:03.000Z,Juvenile black widow https://t.co/sjiWpZxTPM for a FREE pest evaluation! AZpest AZPestControl Tucson https://t.co/RhohkKX4OA,,,
en,1465674421394366464,False,2021-11-30T13:29:47.000Z,"Who do you main in @PlayAvengers ? For me it's Captain America, Kate Bishop, Black Widow, Black Panther and Iron Man. I should give the other more chances. Just don't work for my play style. Will be adding Spider-Man of course to that list of mains for sure.",,,
tl,1465674294948622348,False,2021-11-30T13:29:17.000Z,"me and my sis watching Black Widow scenes where Natasha and Yelena (sisters) are combat fighting 

me to sis: pano kung ganyan tayo mag-away?

sis: 🤣🤣🤣 GG matapo sya magaayos bahay",,,
in,1465674287008731141,False,2021-11-30T13:29:15.000Z,"@convomfs ""anying dagu thanos mirip getuk""
""itu anak buahnya mirip Voldemort""
""lah kocak nih mahluk astral""
""anjay ada iron man, bisa ga ya minta duit""
""kangen black widow""
""PETER OII, PETER OII FOLLOWAN IG YUK. NTAR GUA AJARIN CARA LIVE IG""
""anjay captain marvel palanya canggih""",replied_to,,
en,1465674042283683842,False,2021-11-30T13:28:17.000Z,"BLACK WIDOW 2020, ISSUE 5 https://t.co/L5xf2AVQqV",,,
en,1465672763184750596,False,2021-11-30T13:23:12.000Z,"@__Saline__ Nah, the Yelena vs Clint HAS to be this season. Black Widow post credits scene teased this. Also Kingpin will be teased next episode, not this. I still believe the battle will be this season. It HAS to be.",replied_to,,
en,1465672572696150021,False,2021-11-30T13:22:26.000Z,@MarvelUK Black widow it is ❤️🖤,replied_to,,
en,1465672402109702152,False,2021-11-30T13:21:46.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/5qT6Be1CDU via @Yahoo",,,
en,1465672273080295424,False,2021-11-30T13:21:15.000Z,"@elbowrocket Really?? Wtf I swear you only had like 300 followers 

I must be crazy or something also that black widow movies is still fucking ass",replied_to,,
es,1465672113361018880,False,2021-11-30T13:20:37.000Z,"El dato de que Scarlett Johanssen es peronista es lo mejor de este día. Extraordinario. Una razón más para amarla. Volvé, Black Widow. No es lo mismo sin vos.",,,
en,1465671896113033217,False,2021-11-30T13:19:45.000Z,@ai_curio_bot botprompt: hulk smashes black widow,,,
en,1465671860322979849,False,2021-11-30T13:19:37.000Z,my black widow costumes been shipped https://t.co/eeRY8QPLT0,,,
en,1465671832577753093,False,2021-11-30T13:19:30.000Z,#Hawkeye: Clint's Episode 2 Plan Is A #BlackWidow #Avengers Callback #ClintBarton #Marvel #MCU #DisneyPlus https://t.co/6RIMGJwCoX,,,
en,1465670161340551170,False,2021-11-30T13:12:51.000Z,@GailSimone Black Canary and Black Widow.,replied_to,,
en,1465670153790763015,False,2021-11-30T13:12:50.000Z,the sheer amount of spiderman movies when we only ever got one black widow movie is lesbophobic,,,
en,1465670143154008073,False,2021-11-30T13:12:47.000Z,Yesterday I found a black widow spider  by one of the windows of my school 😱 https://t.co/SvvPf2nFWo,,,
en,1465669593456943116,False,2021-11-30T13:10:36.000Z,@xcxsuspended_ she shouldve taken black widow the way it wouldve been a smash hit if she had it omg,replied_to,,
en,1465669230972571652,False,2021-11-30T13:09:10.000Z,@taylorpbuh Black widow type. Tho black widow was so bland and boring but a lil diff,replied_to,,
en,1465668418342899712,False,2021-11-30T13:05:56.000Z,It was black and had a red patch on it back. It was a black widow. So my little 5 year old brain realized what it was and took the back of my hand a hit it as hard as I could off of me. We then could see the spider so my mom pulled over and found it and nobody was bit. https://t.co/OpcXxOlDmH,quoted,,
en,1465668223165255688,False,2021-11-30T13:05:09.000Z,@Infinite_LoveXO that’s so fucked up. shoulda took ant man or some. AND black widow??? man!,replied_to,,
en,1465668055644655625,False,2021-11-30T13:04:29.000Z,"😂mrs. joe is a blood-sucking black Widow.
right now she is ""fucking"" joe wait till the end of the story. he will be stuffed away in a home with a private nurse with a no-tell claus in her contract so in case joe has a moment of clarity. https://t.co/Dcoyp4OIFa",quoted,,
en,1465667434086604800,False,2021-11-30T13:02:01.000Z,@minkysaur black widow?,replied_to,,
pt,1465666848926707715,False,2021-11-30T12:59:42.000Z,"Caguei pro miranha, caguei pra filme de herói. Aliás vi Black Widow no avião e achei fraquíssimo.",,,
en,1465666092953706499,False,2021-11-30T12:56:41.000Z,"- Hawkeye is the least viewed Marvel Disney+ series!
- Disney's 3 Marvel movies this year (Black Widow, Shang Chi, The Eternals)  left over half a billion dollars in profit on the table thanks to the pandemic.

The punchline: It's Disney. They'll be fine",,,
en,1465665981196296192,False,2021-11-30T12:56:15.000Z,@nbyChaos @rocketrcazo she plays nats mom in black widow,replied_to,,
en,1465665667022180354,False,2021-11-30T12:55:00.000Z,I hope we will get a black widow trigoly with yelena belova and her backstory,,,
en,1465665405792538628,False,2021-11-30T12:53:58.000Z,"@Fandango all of mines would be 
6. jungle cruise
5. black widow
4. free guy
3. venom let there be carnage 
2. shang -chi and the legend of the ten rings
1. godzilla vs kong 
but that will change when no way home releases.",replied_to,,
en,1465664828740096003,False,2021-11-30T12:51:40.000Z,"@WednesdayPull Thor + Black Adam = Thor of Kahndaq
Agatha Harkness + Granny Goodness = Granny Harkness
Emma Frost + Miss Martian = Martian Frost
Deadpool = Nightwing = Nightpool
Nico Minoru + Zatanna = Zatanna Grimm
Black Widow + Harley Quinn = Natasha Quinzell",replied_to,,
pl,1465664470932414468,False,2021-11-30T12:50:15.000Z,"Zasłużyliśmy na trylogie black widow, marvel naprawicie swój błąd i dajcie nam to co powinniście przez ostatnie 11 lat.",,,
en,1465663638178512898,False,2021-11-30T12:46:56.000Z,@QJustcallme @UUUMZZZ @invincible_ron I'm obviously the Black Widow. I kick ass in real too lolz. Umer and Santo ki to virtual ass kick ki hui hai lolz. 🤣,replied_to,,
en,1465663348716965890,False,2021-11-30T12:45:47.000Z,"It's a great experience watching #Eternals in cinema ft. Black Widow and Goose

📍 Eastwood Mall https://t.co/mikIelLX5N",,,
en,1465663163639078929,False,2021-11-30T12:45:03.000Z,@marvelbelova Waiting for marvel to announce black widow trilogy,replied_to,,
en,1465662909061779458,False,2021-11-30T12:44:02.000Z,"""I am bi because of captain America and Black Widow..."" https://t.co/ywNgtMBwNp",quoted,,
en,1465662282810204165,False,2021-11-30T12:41:33.000Z,"On the left - Jerzy Skolimowski as a Russian general Georgi Luchkov, who got his ass kicked by Black Widow in #Avengers.
On the right - Piotr Adamczyk as Tomas Delgado, the member of Trucksuit Mafia in #Hawkeye. https://t.co/cYXCla7sda",,,
en,1465661658257403905,False,2021-11-30T12:39:04.000Z,watching black widow again 😩,,,
en,1465661559783387140,False,2021-11-30T12:38:41.000Z,"BLACK WIDOW 2010, ISSUE FIVE https://t.co/awDdHbwk9c",,,
it,1465661522026405893,False,2021-11-30T12:38:32.000Z,Natasha in Black Widow scusate lo amo https://t.co/gWXcoQrfTf,replied_to,,
in,1465661517567721481,False,2021-11-30T12:38:31.000Z,@disneyplusfess black widow asik tuh,replied_to,,
fr,1465661219239600137,False,2021-11-30T12:37:19.000Z,@yozgattlii @bilvl_daikii 0vanne pour black widow j’avais payé ce prix en plus😭,replied_to,,
en,1465661048246132740,False,2021-11-30T12:36:39.000Z,@felinedwt I WILL get you to watch black widow one day.,,,
en,1465660656200343558,False,2021-11-30T12:35:05.000Z,@tha_almeidaf Black Widow,replied_to,,
en,1465660614639071240,False,2021-11-30T12:34:55.000Z,Myth-busting Facts about Black Widow Spiders https://t.co/fAXBIXKv8B,,,
en,1465660591025098756,False,2021-11-30T12:34:50.000Z,I got Black Widow. Does that mean I have to rewatch it? 🤣 https://t.co/kJdGoGjwN3,quoted,,
ja,1465660459961696261,False,2021-11-30T12:34:18.000Z,樋口さん最高だよ！！ https://t.co/ahLWyyopJH,,,
en,1465660306659549187,False,2021-11-30T12:33:42.000Z,"Black Widow is the best avenger, but none of you are ready for that conversation yet https://t.co/7zC7FIWzEF",quoted,,
en,1465660240884637697,False,2021-11-30T12:33:26.000Z,Everyone say hello to my new baby Black Widow. A 1998 Jeep Cherokee with a 4.0L inline 6 with a 6inch lift riding on brand new 33x12.50xR15 inch BFGoodrich KO2’s. I’ve had her since after my birthday in September but I’m finally making it known that yes I’m in another jeep. https://t.co/D6Ju8Rg7EW,,,
en,1465659998709727236,False,2021-11-30T12:32:28.000Z,"Kidnapping, Proposal &amp; Juggling Two Relationships| The Sims 4 Black Widow Challenge https://t.co/ZzHEQDPyZZ",,,
en,1465659959119646732,False,2021-11-30T12:32:19.000Z,black volga urban legend and black widow programme: a thread https://t.co/cEjrEWElxh,quoted,,
en,1465659523717283848,False,2021-11-30T12:30:35.000Z,and that is because the winter soldier should have been a black widow movie https://t.co/TcsinnVI3O,replied_to,,
en,1465659152232026112,False,2021-11-30T12:29:07.000Z,"@ruhemicigelsin ⍟ captain america 
⎊ iron nan
⧗ / ⴵ black widow 
✇ hulk
✵ captain marvel 
۞ doctor strange
४ loki 
𖤍 valkyrie
꘩ ant-man
ᗢ / ᱬ scarlet witch
✪ winter soldier
🕸️ spider man
➳ / ⌖ hawkeye
 ◊  vision
Ⓐ avengers
➃ fantastic four
⩔ falcon  

Bunlardan sende koya bilir",replied_to,,
en,1465658929795325956,False,2021-11-30T12:28:14.000Z,"THE WEB OF BLACK WIDOW 2019, ISSUE 5 https://t.co/mmopkKB2Fu",,,
en,1465658396338794498,False,2021-11-30T12:26:06.000Z,thinking about the potential of captain america: the winter soldier and black widow (2021) to be two amazing spy thriller movies but instead they were generic action films,,,
es,1465657977285844992,False,2021-11-30T12:24:27.000Z,"claramente
su historia dejó de tener coherencia luego de black widow 2016. en el winter soldier de 2018-2019 en ningún momento mencionan a natasha ni por asomo y en the web of the black widow ya se nota la distancia y lo meramente de colegas pese a los recuerdos. https://t.co/ZmUGvhJNN7",quoted,,
pl,1465657284164472832,False,2021-11-30T12:21:41.000Z,moze czas obejrzec 2 raz black widow jak marvel sugeruje https://t.co/VfPNKXmr2P,quoted,,
fr,1465656706164269056,False,2021-11-30T12:19:23.000Z,@bebuckybelova Bahahah oui 😭 et moi je veux Black Widow hein 😭,replied_to,,
en,1465656488475734016,False,2021-11-30T12:18:32.000Z,"Myth-busting Facts about Black Widow Spiders 👉Promote With Us👉https://t.co/hJ8nDOwrbZ 
https://t.co/pS80cttBnh",,,
en,1465656179342725120,False,2021-11-30T12:17:18.000Z,Black widow https://t.co/IePYOSeI59,quoted,,
en,1465656052276363270,False,2021-11-30T12:16:48.000Z,Black widow https://t.co/I0K5JsEN08,quoted,,
en,1465655740329308163,False,2021-11-30T12:15:33.000Z,"Hot Toys Avengers: Age of Ultron Black Widow 1/6th scale MMS288

Ends Tue 30th Nov @ 9:05pm

https://t.co/DVozimoya4

#ad #actionfigure #actionfigures #toys #toyphotography #toy #actionfigurephotography #toycollector https://t.co/RaznZu88Nh",,,
en,1465655622494425095,False,2021-11-30T12:15:05.000Z,Black widow - Spiderman - Deadpool https://t.co/IePYOSeI59,quoted,,
en,1465655613795405828,False,2021-11-30T12:15:03.000Z,Black widow https://t.co/KoS9KZOWt3,quoted,,
in,1465655452457332738,False,2021-11-30T12:14:25.000Z,"td lg nonton lanjut black widow, tp ttb pgn nonton gose, trs ngutak-ngatik photoshop, ngegambar, main game, sampe bingung mau ngapain lagi.",,,
pt,1465655307523211269,False,2021-11-30T12:13:50.000Z,"FICHINHA 

nome: giovana 
pronomes: ela/dela
aniversário: 29/10
estado: pr 
comida fav: acho que sushi sla 
filme fav: no momento shang shi e black widow 
série fav: modern family 
artista/banda fav: meus stans (madison beer, taylor, lana)

kibei da lana",,,
en,1465655021425594373,False,2021-11-30T12:12:42.000Z,Got black widow https://t.co/tozGFsXzDY,quoted,,
ja,1465654592537239554,False,2021-11-30T12:11:00.000Z,"「MARVEL'S BLACK WIDOW [12 inch Analog]」

がAmazon新着ランキングに載ってます！

https://t.co/zI9A5TbcUl

ローン・バルフェ",,,
en,1465653595207090184,False,2021-11-30T12:07:02.000Z,just bought a black widow shirt omg I'm sick,,,
en,1465651829744840704,False,2021-11-30T12:00:01.000Z,@buckywithgucci me when I said I didn’t like black widow or eternals and got attacked my kids on tiktok saying I’m a misogynist and a racist,replied_to,,
in,1465651409924231169,False,2021-11-30T11:58:21.000Z,"Tony Stark, black widow meskipun dah jadi mayit sama doctor Strange😣 https://t.co/iO9FR9sAaM",quoted,,
en,1465651184090316800,False,2021-11-30T11:57:27.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/XU18hhzIvK",,,
en,1465651160623292421,False,2021-11-30T11:57:21.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/AYP9j4eSQv",,,
en,1465651141480357890,False,2021-11-30T11:57:17.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/wGQHLKktzP",,,
en,1465651056889810946,False,2021-11-30T11:56:57.000Z,@paulaatart Mata ft. Black widow hit,replied_to,,
en,1465650598720815107,False,2021-11-30T11:55:07.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/AEBJvHtEKg",,,
en,1465650514280861699,False,2021-11-30T11:54:47.000Z,Black widow was so good,,,
en,1465650398140805123,False,2021-11-30T11:54:20.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/kaNnzyLcRP",,,
en,1465650356290035715,False,2021-11-30T11:54:10.000Z,"LAST DAY for Audible members to get Red Widow for $5.95! Plus other great books on sale for Cyber Monday/Black Friday, check it out https://t.co/X5txxixuty",,,
en,1465649398264778761,False,2021-11-30T11:50:21.000Z,"This just in... 
BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance
 https://t.co/zx69H2Cv5A",,,
en,1465649318715658246,False,2021-11-30T11:50:02.000Z,"@juss_DJ4ever @AllAboutJordan_ You said random? Give this some thought:
Cats and horses are highly susceptible to black widow venom, but dogs are relatively resistant. Sheep and rabbits are apparently immune. 👀",replied_to,,
en,1465649288365555716,False,2021-11-30T11:49:55.000Z,@Poleron_Naranja Mi Black Widow 🛐🛐🛐,replied_to,,
en,1465649181205356547,False,2021-11-30T11:49:29.000Z,"I doubt ima be up anyways. But, ima try and watch Black Widow finally",,,
fr,1465648981137104902,False,2021-11-30T11:48:42.000Z,Iggy azalea je pensais qu’elle allait être la relève de Nicki pendant un moment (après black Widow) c’est dommage qu’elle soit partie à la retraite aussi tôt elle avait du potentiel,,,
en,1465648940259422208,False,2021-11-30T11:48:32.000Z,@fairyflosscals @chuurrooo Imagine she will play the next black widow. It would be my dream come true 🥰,replied_to,,
en,1465648729759780864,False,2021-11-30T11:47:42.000Z,@thekinocorner No 'Under the Skin or: How I Learned to Stop Worrying and Follow Black Widow into the Black Goo'? https://t.co/4tgEyKnoDl,replied_to,,
en,1465648559106281479,False,2021-11-30T11:47:01.000Z,@robbinbiches @SketchedBat What about Captain america or thor or hulk or black widow?,replied_to,,
en,1465648116284198917,False,2021-11-30T11:45:16.000Z,Black Widow https://t.co/LvDn74Foh4,quoted,,
en,1465647236868718599,False,2021-11-30T11:41:46.000Z,"A Black Widow's Film Full Album 482020 - 9112020 ( Written And Produced By HoneyandSmyths )
HoneyAndSmyths HoneyAndSmyths

https://t.co/soFjYJzFKP",,,
fr,1465646770336284672,False,2021-11-30T11:39:55.000Z,"@DPlusStarFrance Tu fais une série sur black Widow yaura le même résultat. Mais tu fais une série sur la wakanda, asgard et les 9 mondes Tony et sa famille ou bien Captain et sa vie ""normale"" quand il part rejoindre Peggy là ça explose les scores",replied_to,,
en,1465645839494254602,False,2021-11-30T11:36:13.000Z,"BLACK WIDOW 2010, ISSUE FIVE https://t.co/KydBaywLq7",,,
fi,1465645538070745090,False,2021-11-30T11:35:01.000Z,@leonakoo Black Widow tuli ensimmäisenä mieleen.,replied_to,,
en,1465645169760518145,False,2021-11-30T11:33:33.000Z,Black widow https://t.co/LnfiQjPwP7,quoted,,
en,1465644589394636800,False,2021-11-30T11:31:15.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/qDEpJiH1HP",,,
en,1465644388709720070,False,2021-11-30T11:30:27.000Z,"OK, so far my 2021 #MCU rankings. And yes, I'm putting spiderman 1st despite it not even being released.

1 - #SpiderManNoWayHome
2 - Loki
3 - WandaVision 
4 - What If... ?
5 - Black Widow
6 - Shang-Chi
7 - #Eternals
8 - Venom 2
9 - Falcon And The Winter Soldier
TBD - #Hawkeye",,,
en,1465644377901051906,False,2021-11-30T11:30:24.000Z,"; OKAY IM COMING BACK
BUT WITH
AN AUNT MAY
OR
BLACK WIDOW",,,
en,1465643930150522881,False,2021-11-30T11:28:37.000Z,"BLACK WIDOW 2020, ISSUE 8 https://t.co/x4loMSYKAW",,,
en,1465643308126932994,False,2021-11-30T11:26:09.000Z,"""The Shadow"" is up next, with ""The Mark Of The Black Widow"".

Originally broadcast in 1941.

Tune in at https://t.co/aoukajHnq7

#OldTimeRadio #NowPlaying #OTR",,,
en,1465643120587067393,False,2021-11-30T11:25:24.000Z,Black Widow VS.  Peacemaker https://t.co/rHuHzvrnyv via @wordpressdotcom,,,
en,1465642802780463105,False,2021-11-30T11:24:09.000Z,I JUST SAW THE HULK AND BLACK WIDOW IN A PLAYPARK https://t.co/PwKTqZZ2Gv,quoted,,
en,1465642610782003201,False,2021-11-30T11:23:23.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals
‘Squid Game’, ‘Black Widow’, ‘You’ Performance 👉Promote With Us👉https://t.co/hJ8nDOwrbZ 
https://t.co/9gjeEMZRVc",,,
en,1465642599130218498,False,2021-11-30T11:23:20.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/kc3An3Np5O",,,
en,1465642596777304073,False,2021-11-30T11:23:20.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/NIwFBK9GYB",,,
en,1465642280484671491,False,2021-11-30T11:22:04.000Z,"#BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/3nraFBIKte https://t.co/h39oS2AYov",,,
en,1465642084426141704,False,2021-11-30T11:21:17.000Z,Parquet Courts - Black Widow Spider [22:20],,,
in,1465642020119011329,False,2021-11-30T11:21:02.000Z,"Stress work, NO! But stress sbb banyak series/movie tak tgk lagi.. loki, what if, hawkeye, shangchi, black widow, eternals, pastu kdrama byk pending dlm list je gara² tiktok..",,,
in,1465641964120858630,False,2021-11-30T11:20:49.000Z,abis itu loki baru black widow xixi. emg dikumpulin untuk marathon spt ini🙏🏽🙏🏽,replied_to,,
en,1465641958722969608,False,2021-11-30T11:20:47.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals
‘Squid Game’, ‘Black Widow’, ‘You’ Performance    https://t.co/HftUeoU9vs    #Bollywood",,,
en,1465641738572206094,False,2021-11-30T11:19:55.000Z,Gonna have to watch it again but: Shang-chi &gt; Black Widow &gt; Eternals,,,
en,1465641456148881408,False,2021-11-30T11:18:48.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/cUTZBUo4Pf",,,
und,1465640989985435649,False,2021-11-30T11:16:56.000Z,"9th sep #Yellowstone webseries பார்த்து முடித்தேன். 

ஆண்டவன் கட்டளை on sep 10 

Orange மிட்டாய் on sep 10 

#kate in #netflix

#Prey in #netflix

Black widow in #Hotstar 

அன்பே சிவம் in #prime https://t.co/T5acVoloZQ",quoted,,
sv,1465640789057363972,False,2021-11-30T11:16:09.000Z,"@sdriks Black Widow, Willow och Mr Energilös…tre bevis på att Magdalena är lika korkad som Löfven!",replied_to,,
en,1465640325309943808,False,2021-11-30T11:14:18.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/U2j4WiAUme",,,
en,1465639385987096579,False,2021-11-30T11:10:34.000Z,@marvelbelova we need a black widow trilogy pls 😩🤚🏻,replied_to,,
it,1465639326398795777,False,2021-11-30T11:10:20.000Z,voglio rivedere black widow,,,
es,1465638784041734144,False,2021-11-30T11:08:11.000Z,"———— ❝  Tiene que estar al lado de ""Pulmón de Black Widow"" si no no quiero nada.❞

     Toma un lapicito de la nada y firma, PEEERO, antes lee la letra chiquita. https://t.co/3YoQMXmH3q",quoted,,
en,1465638759261634562,False,2021-11-30T11:08:05.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/MJun5ZbQFA https://t.co/m5dWZtnPGc",,,
pl,1465638708930035716,False,2021-11-30T11:07:53.000Z,zastanawiam się w którym odcinku będzie yelena bo zrobiłam wcześniej rewatch black widow a tak to nwm 😐,,,
en,1465638614243676163,False,2021-11-30T11:07:30.000Z,Natasha Romanoff in Black Widow https://t.co/AIRKXXYRFZ,,,
en,1465638542353129473,False,2021-11-30T11:07:13.000Z,"UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Rating – Deadline https://t.co/LS70UBVDXI",,,
en,1465637633619599364,False,2021-11-30T11:03:36.000Z,"UK ratings upgrade reveals ‘Squid Game’, ‘Black Widow’, ‘U’ ratings – Tellywood https://t.co/7xWKLYRj22",,,
es,1465637474890395650,False,2021-11-30T11:02:58.000Z,"Díganme exagerada:
Recuerdan que Black Widow se estreno en cine y streaming y hubo una batalla legal, porque a la actriz no le cumplieron mantenerla únicamente en cine, donde realmente se ven las ganancias.",,,
en,1465637191682560005,False,2021-11-30T11:01:51.000Z,Big Bill Broonzy - Black Widow Spider https://t.co/5MrhrJyDre,,,
en,1465637154437148677,False,2021-11-30T11:01:42.000Z,"BARB’s “Once In A Generation” UK Ratings Upgrade Reveals ‘Squid Game’, ‘Black Widow’, ‘You’ Performance https://t.co/1QhSQkTTmi",,,
en,1465637136166793220,False,2021-11-30T11:01:38.000Z,"@SteveSchmidtSES @tedcruz With the long black Cape he would look like that man from the Adams family, The chemist you know with the widow's peak yeah a long black Cape",replied_to,,
en,1465637062468636675,False,2021-11-30T11:01:20.000Z,@Laajune__ does ur black widow still have multiple skills selected in the same row?,replied_to,,
zh,1465637006625566726,False,2021-11-30T11:01:07.000Z,@chenyi1976 razor black widow什么的，打起来感觉还不错，略有点响。现在我键盘都用有线的，鼠标2.4没什么问题,replied_to,,
en,1465636090765840390,False,2021-11-30T10:57:28.000Z,@PaladinAmber David harbor’s Russian accent in black widow appreciates this.,replied_to,,
en,1465636016878931968,False,2021-11-30T10:57:11.000Z,5 of 5 stars to The Black Widow by Daniel Silva https://t.co/YpGglph2Ld,,,
en,1465635966186446848,False,2021-11-30T10:56:59.000Z,"buckyyy, loki, sm black widow https://t.co/8EsHVCFdGD",quoted,,
en,1465635865678389252,False,2021-11-30T10:56:35.000Z,"@NOTSpawnOfVenom Black Canary sucks
A disgrace to spy genre 
Mockingbird, Black Widow and Agent-13 are way better",replied_to,,
en,1465634548784324609,False,2021-11-30T10:51:21.000Z,Black widow huhu https://t.co/wzg3EM6lcn,quoted,,
en,1465634366206267394,False,2021-11-30T10:50:37.000Z,Interactive Murder Mystery ‘The Black Widow’ Launching on Steam and https://t.co/z2OH0FcvPF,,,
en,1465633534291283968,False,2021-11-30T10:47:19.000Z,black widow https://t.co/2YaTvAtLYu,quoted,,
en,1465633365642514437,False,2021-11-30T10:46:39.000Z,"black widow, iron man, ant man. https://t.co/3rU2IAJLqm",quoted,,
en,1465632775625707525,False,2021-11-30T10:44:18.000Z,"Collab n°5: Endgame limited time

Type of collab: Great

New modes:Endgame limited time mode

Skins: Starlord and black widow (classic) bundles

Where to get items?: Item shop

Reason: Endgame movie promotion

Company media: Marvel and disney https://t.co/SabpV2vfN7",,,
en,1465631565522866177,False,2021-11-30T10:39:29.000Z,"@buttsoupbarness @AJCI282002 So you saying Shang Chi and Eternals didn’t have one of the most emotional and heart breaking scenes in superhero movies. Endgame didn’t have? Black widow wasn’t about trauma and family bond?
Nah get outta here",replied_to,,
en,1465631189608374279,False,2021-11-30T10:38:00.000Z,@RetForce Black widow vibes 💀,replied_to,,
en,1465631178438979588,False,2021-11-30T10:37:57.000Z,@MelancholyElk @Kashaan_lucifer @StayTriggered25 @MCU_Direct If that's all that matters why were people complaining about the version of Taskmaster in Black Widow not being comic book accurate when she also does everything Taskmaster in the comics does. https://t.co/0P2UZl66S8,replied_to,,
en,1465630888658563074,True,2021-11-30T10:36:48.000Z,Kalinka fox nude Cosplay Black widow https://t.co/BjcqUzVNll,,,
en,1465630611238895621,False,2021-11-30T10:35:42.000Z,"It's time for black widow, shangchi, wanda vision, loki, hawkeye and etc (comingsoon: spiderman no way home) https://t.co/WER1qKvDHB",,,
en,1465630603844341766,False,2021-11-30T10:35:40.000Z,black widow https://t.co/MiMjj1Jcrv,quoted,,
in,1465629319569424390,False,2021-11-30T10:30:34.000Z,"@Marvfess Gw kalo lagi naik motor, terus berhasil nyalip truck
Berasa jadi black Widow yang lagi ngejar truk Ultron  wkwkwk",replied_to,,
en,1465628818148769793,False,2021-11-30T10:28:34.000Z,oomfs is black widow a bad movie,,,
en,1465628707121295364,False,2021-11-30T10:28:08.000Z,I SAW CAPATAIN AMERICA AND BLACK WIDOW HAVING DINNER AT THIS RESTAURANT I WAS IN! AND THEY WERE HANDSY AT EACH OTHER! IM SCREAMING!!! https://t.co/T69BBcmvIF,quoted,,
en,1465628591899566085,False,2021-11-30T10:27:41.000Z,"THE WEB OF BLACK WIDOW 2019, ISSUE 3 https://t.co/lDGBycqda1",,,
en,1465627603994304514,False,2021-11-30T10:23:45.000Z,@GL2814_3 This was me about Black Widow when people said the Defenders shouldn't appear in Infinity War.,replied_to,,
fr,1465626905479102464,False,2021-11-30T10:20:58.000Z,@guantanamourya Mourya quand tu entre dans le Marvel univers ce n’est plus Scarlett  mais Natasha ou Black widow https://t.co/xhyaMlP03P,replied_to,,
en,1465626788755738629,False,2021-11-30T10:20:31.000Z,Hulk Smashing Black Widow🍑,,,
fr,1465626493682339840,False,2021-11-30T10:19:20.000Z,@marasurleau ça fait très black widow nan ?,replied_to,,
en,1465625932966756352,False,2021-11-30T10:17:07.000Z,"E Tier:

Black Widow
Captain Marvel
What If...?
Iron Man 2
The Incredible Hulk

4/4",replied_to,,
en,1465625873319563265,False,2021-11-30T10:16:52.000Z,someone edit Black Widow at the center https://t.co/TZXwUVtJMQ,quoted,,
