text,possibly_sensitive,created_at,lang,tweet_id,type
Between Black Widow and Hawkeye I’m really liking that the latest phase of the MCU is showing just how much the regular humans have paid physically to be hanging out with the superpowers,False,2021-11-28T15:26:32.000Z,en,1464979027601592331,
"black widow, trilogy ironman, sama capt. marvel https://t.co/GGSIdS75q7",False,2021-11-28T15:26:19.000Z,en,1464978971913691138,quoted
No behind the scenes de Black Widow não tem detalhes de como foi gravado a única coisa boa do filme... os créditos de abertura,False,2021-11-28T15:26:16.000Z,pt,1464978958106173448,
"28/11

Marvel Assembled
The making of Black Widow
The making of What if...
The making of Shang-Chi https://t.co/Ye6pCIOWG6",False,2021-11-28T15:25:47.000Z,en,1464978839424180229,replied_to
Pensando en los futuros nuevos fans del MCU cuando vean primero la peli de Black Widow y vean la escena post crédito antes de Endgame 😎,False,2021-11-28T15:23:49.000Z,es,1464978343544205319,
@YoRHa0b13 when everyone was doing that black widow vs harley thing i picked black widow bc while i like harley and she has a phd bw wouldve never fallen for da joker like dat… https://t.co/OB4RDOnjk4,False,2021-11-28T15:23:20.000Z,en,1464978219115945992,replied_to
"Yo ayer en el GTA: *va con el catsuit a lo Black Widow* *tiene que saltar* SALTO DE VIUDA *muere*

Mira yo ya",False,2021-11-28T15:23:07.000Z,es,1464978166821400579,
terakhir yg hilang emoney black widow dan sekarang yg wonder woman 😡,False,2021-11-28T15:23:05.000Z,in,1464978159388921856,replied_to
Young black widow 💪💪💪💪 https://t.co/yWg0vb9Q0r,False,2021-11-28T15:22:55.000Z,en,1464978117215272964,quoted
"@convomf luca, raya and the last dragons, cruella, black widow, zombies, zombies 2, the watcher, BANYAAKK SI KALAU DISNEY+ MAAH bs nntn film film atau kartun yg dulu suka ditonton",False,2021-11-28T15:22:33.000Z,in,1464978021874487302,replied_to
@ianlovesfilm she was a child and now she's an adult. thor was immediately impressive too so what??? black widow was introduced to us as an adult. so was the original hawkeye.,False,2021-11-28T15:22:13.000Z,en,1464977941906046979,replied_to
NIREGALUHAN AKO NI SHOBE NG BLACK WIDOW BOBBLE-HEAD. ANG SWEETIE WTH😭❤,False,2021-11-28T15:21:37.000Z,tl,1464977788667002883,
Never drawn Black Widow before! This is actually going to be a Christmas present for somebody 😌 https://t.co/a6p5FbIPpH,False,2021-11-28T15:20:43.000Z,en,1464977562480824323,
Black widow by a long shot. But it’s more than fair since we’ve seen WAYYY more character growth from nat🤷🏾‍♀️ https://t.co/FgUjDVySUT,False,2021-11-28T15:19:15.000Z,en,1464977191243067412,quoted
"Gotg2 &gt;GOTG
AMaTW is top tier mcu
Black Widow has some of the best themes in the franchise revolving around women regaining control of their bodies from abusive and controlling men https://t.co/Thoe4I9PWw",False,2021-11-28T15:18:51.000Z,en,1464977090751594499,quoted
Red Guardian Marvel Poster A3 Black Widow Alexei Alanovich Shostakov  #blackwidow #poster #redguardian #23 https://t.co/lexOYBwHZt https://t.co/FUa9iwWmfR,False,2021-11-28T15:18:00.000Z,en,1464976879308394500,
"@ConspiracyVinyl @drewsipher3 @therealsupes I had that kind of thinking when Black Widow came out. And while it wasn’t AS BAD as Captain Marvel, it was still awful. Phase Four can be summed up as follows, “Badly written stories, butchering of the original characters, plot holes, unoriginality, and lack of soul.”",False,2021-11-28T15:17:45.000Z,en,1464976815597002758,replied_to
I’m watching black widow idc that it’s like my 3rd time watching it,False,2021-11-28T15:17:23.000Z,en,1464976724832276488,
Y’all realize how we kill the ones that are teaching/uplifting our own youth? Black boys took this man’s life. BLACK BOYS took a father from another black boy and little black girl. Black boys turned a black woman into a widow. But even in death YD sends his message; GET PAID. https://t.co/pj0AK16oUE,False,2021-11-28T15:17:01.000Z,en,1464976632318414848,quoted
"Black Widow (pt. 2)
What i don’t like is how quickly Alexi was forgiven. He didn’t deserve to b forgiven that quickly, it felt off. I didn’t rlly enjoy the prison break but I loved seeing Nat in action in the yt suit, same for Yelena",False,2021-11-28T15:16:53.000Z,en,1464976599368052744,replied_to
"Black Widow
They got some good ass child actors, the beginning ALWAYS gets me in my feels. Nat running away, Nat living in the trailer, fighting TaskMaster, Nat &amp; Yelena bonding, Their “mom” being smart and all! Ugh i love it!",False,2021-11-28T15:16:53.000Z,en,1464976596641751052,replied_to
"i’m gonna list Marvel Movies in no particular order
- Iron Man 2
- Captain America: TWS
- Black Widow
- Spider-Man Homecoming
- Shang-Chi
- Avengers: Age of Ultron 
- Avengers",False,2021-11-28T15:16:52.000Z,en,1464976593655238664,
@IGN As a not scientist I can tell you with no evidence the snap could not happen because our reality does not contain a Black Widow to yeet off the cliff for the soul stone.,False,2021-11-28T15:16:16.000Z,en,1464976443583180801,replied_to
"211128 everline offline #Sangyeon #상연

Q. (to sangyeon) if the boyz were marvel heroes

iron man: sangyeon
captain america: juyeon
black widow: jacob
hawk eye: kevin
thor: hyunjae
spiderman: younghoon https://t.co/U5e6mR1ZEU",False,2021-11-28T15:16:08.000Z,en,1464976410619965444,
Niggas out here looking like Black Widow with this red hair and black jumpsuit https://t.co/8KhjK2etoM,False,2021-11-28T15:15:31.000Z,en,1464976251773403139,
"Black Widow,Thor,Captain America,Hulk,Hawkeye, Iron Man {} they are my Super Hero!",False,2021-11-28T15:14:59.000Z,en,1464976118382231552,
Sama black widow deh,False,2021-11-28T15:14:42.000Z,in,1464976047426846722,replied_to
Black widow https://t.co/BIgnb1WVZI,False,2021-11-28T15:13:41.000Z,en,1464975790618075145,quoted
"@convomf person : jj
character : black widow
food : ayam
film : all mcu films
game : homescapes
place : kamar kos",False,2021-11-28T15:11:18.000Z,en,1464975191746879489,replied_to
loki and black widow should switch bc that movie was #horrible and you can't tell me otherwise https://t.co/qvQd55xW1U,False,2021-11-28T15:10:41.000Z,en,1464975036352118784,quoted
@ABeardedKing Black Widow just wasn't that interesting of a movie. The plot was very flatline. Only character that you had any investment in was Pugh's character,False,2021-11-28T15:09:40.000Z,en,1464974781334306817,replied_to
"Parquet Courts - Black Widow Spider   
#nowplaying
#wodustudios #collegeradio 
#listenlive",False,2021-11-28T15:09:27.000Z,en,1464974725315276800,
"les duele Black Widow pq supero a las primeras dos de Thor, las ultimas dos de Iron Man y la primera de Capitán América, en fin Natasha the better protagonist avenger",False,2021-11-28T15:08:49.000Z,es,1464974568884301835,
Finally getting around to watching Black Widow and Florence Pugh is definitely my favorite part,False,2021-11-28T15:08:29.000Z,en,1464974484838957060,
@Hellhasaminibar Damn that reminds me of the cancelled Black Widow movie david hayter was supposed to write and direct in the early 20’s. It was going along well and they finished the script but one weekend Aeon Flux and Bloodrayne came out and they bombed so The movie was cancelled.,False,2021-11-28T15:07:14.000Z,en,1464974171268685840,replied_to
@ItsSohrah @amirxgot @hawkeyeofficial @disneyplus i would love to see u fight black widow. shes one of the most deadly women in the mcu.,False,2021-11-28T15:07:02.000Z,en,1464974120446169089,replied_to
A civilian try to kidnapped Black Widow son https://t.co/yEpjnl5veU,False,2021-11-28T15:05:16.000Z,en,1464973675128504320,quoted
"@FredFujita @THERossAlbright @maxmead_4507 @hawkeyeofficial @disneyplus even then she still gets hit, shes not a black widow but she can hold up her own to a certain extent",False,2021-11-28T15:05:15.000Z,en,1464973669310943233,replied_to
"@FormerlyCBM I just watched black widow the other night, I was super duper disappointed. I really wanted it to be good &amp; it was so meh",False,2021-11-28T15:04:00.000Z,en,1464973353677168640,replied_to
"@ArishaNavaid28 Widow black 
REIGNING QUEEN SHAMITA",False,2021-11-28T15:03:53.000Z,en,1464973327156527113,replied_to
"For me no tbh
Especially Wanda vision and black panther both have atrocious third acts and no way in hell can be considered masterpiece
And black widow was very meh tbh
And for me personally antman and the wasp should be deleted from the universe
That movie is so fucking bad-2/10 https://t.co/T4NOJtI8yC",False,2021-11-28T15:02:26.000Z,en,1464972960909905921,quoted
Black Widow &amp; TFATWS https://t.co/dOvdcQDx3O,False,2021-11-28T15:02:26.000Z,cy,1464972960897191941,quoted
@aprettybrowngrl Lol same. I migh have to start with doctor strange today. At some point shang-chi and black widow will be watched,False,2021-11-28T15:02:26.000Z,en,1464972960092106757,replied_to
This was my biggest issue with Black Widow https://t.co/h00ZeCiBnf,False,2021-11-28T15:02:16.000Z,en,1464972919789047811,quoted
"Hopefully the coast clears soon for #BlackWidow! Check out this awesome cover for Black Widow #15 from @jfornes74, available for preorders on our website! And check out @79SemiFinalist and @LaraWest who did the writing and art for this series!

@Marvel #comic #MarvelComics #spy https://t.co/liLL8DZm8W",False,2021-11-28T15:01:56.000Z,en,1464972835122724870,
"Je viens de pleurer devant endgame, je vais maintenant regarder black widow … je vais re pleurer 😭",False,2021-11-28T15:00:06.000Z,fr,1464972375598972935,
Acabo de terminar Black widow 10/10,False,2021-11-28T14:59:34.000Z,es,1464972239737171972,
Black Widow vs Hawkeye https://t.co/9euFCZPoxi,False,2021-11-28T14:59:10.000Z,en,1464972140776771586,
"Black Widow ❤️

Layout credit:
Header: thudersthor (Tumblr)
DP: babyflowers (Tumblr) https://t.co/GBegXqqnBu",False,2021-11-28T14:58:38.000Z,en,1464972003132121088,replied_to
@RokhayaDiallo @PostOpinions venomous black widow?,False,2021-11-28T14:57:46.000Z,en,1464971787654078472,replied_to
Trying to sneak in wandavision and black widow like that 💀 https://t.co/mFnWOvSp5k,False,2021-11-28T14:57:29.000Z,en,1464971715478532102,quoted
@clarasagatha real talk they hate the black widow fandom too. you should’ve seen the black widow bear. it’s terrifying.,False,2021-11-28T14:57:26.000Z,en,1464971702308249600,replied_to
"''Thinking back into Victorian literature and Victorian norms, a widow wore black for a certain period of time etc. There was almost a manual for grief. Grief had a sort of...receptacle'' @KitdeWaal https://t.co/e6UKBBG7Xw",False,2021-11-28T14:57:05.000Z,en,1464971615331094539,
I love Marvel movies pero tinatamad ako panuorin ang Black Widow.,False,2021-11-28T14:55:56.000Z,tl,1464971324632141824,
@ocdindeed @wordninja_ali @bookjunkie1975 @fardareismai2 Yes. I’m still a bit salty about how long they postponed the Black Widow solo film and what they did to her in Endgame so I haven’t seen that. Or particularly want to.,False,2021-11-28T14:54:32.000Z,en,1464970971501236233,replied_to
@redead_v2 @ManMilk2 That's my head canon for bruce banner and black widow.,False,2021-11-28T14:50:15.000Z,en,1464969896698257411,replied_to
"Black widow,khatron ke Khiladi,yo ke hua bro yeh sab karneke baad bhi award winning interior designer..nalla haters you should stay away from us..
REIGNING QUEEN SHAMITA
#ShamitalsTheBoss #ShamitaShetty #ShamitasTribe #BNQueenShamita https://t.co/Iy9CJj5zSC",False,2021-11-28T14:49:28.000Z,en,1464969696633970688,quoted
Black Widow https://t.co/HIjI4MW9Sp,False,2021-11-28T14:49:08.000Z,en,1464969614245330946,quoted
"Black Widow,Thor,Captain America,Hulk,Hawkeye, Iron Man {}",False,2021-11-28T14:45:07.000Z,en,1464968602386579456,
"GAGO naligaw kami sa sine like instead na black widow, dun kami sa blackpink the movie napadpad 😭😂 gagi may naka bp shirt pa tas may nagdala rin ng lightstick plsss",False,2021-11-28T14:44:58.000Z,tl,1464968566013591553,
"Örümcek tarafından ıssırıldım az önce , yandınız black widow  geliyo ulan .",False,2021-11-28T14:44:38.000Z,tr,1464968483805016065,
The way I cannot stand Black Widow woooo,False,2021-11-28T14:42:20.000Z,en,1464967903132876803,
black widow was so good 😭😭,False,2021-11-28T14:41:59.000Z,en,1464967813194723341,
@castree_janet Lil bit...Black Widow,False,2021-11-28T14:41:15.000Z,en,1464967629152604163,replied_to
"@lingerie_addict Of the original avengers.... were any of their families 'struggling' ? I mean Hawkeye's family seemed to be pretty comfortable. Cap and Black Widow didn't have a family, Tony DID offer to take Banner in. And Tony did pay for the tower, and the food, and the damages,...",False,2021-11-28T14:41:15.000Z,en,1464967628804575238,replied_to
"@abcyeonjun Aku yg blm loki, black widow, shang chi, eternals, venom, skrg lg tayang hawkeye😭😭😭😭😭 banyak ketinggalan huaa",False,2021-11-28T14:40:39.000Z,in,1464967477264195586,replied_to
"@pr7_ Vivement Spiderman ! (or not, j'ai peu d'espoir vu l'enchaînement Black Widow / Shang-chi / Venom)",False,2021-11-28T14:40:15.000Z,fr,1464967377347661831,replied_to
"The celebrity around Black Widow that seems to exist actually makes sense if you consider that 1) she’s hot 2) her politics are going to be nebulous by virtue of, her backstory and 3) she’s basically known to be their “Q” except correct",False,2021-11-28T14:38:41.000Z,en,1464966982864801797,replied_to
@psychodriver614 I've not seen Black Widow 😬😬,False,2021-11-28T14:38:26.000Z,en,1464966920738856975,replied_to
"@Averag_enjoyer1 Only got $25 on me, so I could only get one. I'm thinking either Nightwing or Black Widow",False,2021-11-28T14:38:02.000Z,en,1464966820390178819,replied_to
"@Batman_GothamBW Por lo visto se rumorea que saldrá en varios capítulos Yelena Belova, conectado el final de Black Widow, así que creo que se pondrá aún mejor 🔝",False,2021-11-28T14:36:16.000Z,es,1464966374627885061,replied_to
@YunhoTheOne black widow?,False,2021-11-28T14:35:11.000Z,en,1464966102828519431,replied_to
"phase 4 lol i dont even watch black widow (bc i refuse to go to cinema), but this time i'm just gonna... 🤷🏻‍♀️

the movie finished at 6 after several blackouts. the audience were madddd lol few seconds got skipped. shiz. 🥴

then we go home and i'm v cold but i took shower now

bye",False,2021-11-28T14:33:28.000Z,en,1464965671423381504,replied_to
"sangyeon’s answers:

Q. if tbz were marvel heroes?

iron man- sangyeon 
captain america- juyeon
black widow- jacob
hawkeye- kevin
thor- hyunjae
spiderman- younghoon or jacob? the connecting line is vague bc it’s in between 🥲

211128 Everline #THEBOYZ #SANGYEON 
(c) 📷 jeju_entj https://t.co/3v8UtXEK3r",False,2021-11-28T14:33:14.000Z,en,1464965614678654986,
"@Mjs7019 Captain Marvel, Black Widow, Wonderwoman,  Supergirl of Batgirl. 
Catwoman heb ik ook wel iets mee, maar die is meer vigilante dan weer een schurk en dan weer heldin.",False,2021-11-28T14:33:05.000Z,nl,1464965577018069000,replied_to
"@PH0NETAG aún no tiene mucha forma la fase 4 y no se sabe exactamente la cronología, yo diría que la veas casi cómo fueron saliendo: wandavision, fatws, spiderman 2, loki, what if, (no sé si viste black widow después de civil war, si no la puedes poner aquí), shang chi, eternals y hawkeye",False,2021-11-28T14:32:44.000Z,es,1464965486043561992,replied_to
Now playing: Black Widow Spider by Parquet Courts,False,2021-11-28T14:31:39.000Z,en,1464965215754371075,
SANA ALL may worth it panuorin sa sinehan apat sinehan dito sa tagaytay dalawa lang bukas parehong black widow pa,False,2021-11-28T14:30:04.000Z,tl,1464964815831457795,
@jayavman03 Appo vijay'eh black widow ah potruvom,False,2021-11-28T14:29:47.000Z,en,1464964745463742472,replied_to
Review: Black Widow (2021) https://t.co/Z7jymucm9r,False,2021-11-28T14:28:24.000Z,en,1464964397189648393,
Black Widow https://t.co/h32o0uNCdW #BlackWidow,False,2021-11-28T14:27:01.000Z,en,1464964049326813190,
Black Widow should have immediately fucked and killed Spider-Man when she met him. https://t.co/9Vd5uYazy9,False,2021-11-28T14:26:32.000Z,en,1464963928467939328,quoted
"@WeTheWatch @UpToTASK i mean she’s a black widow, she shouldn’t be manipulated this easily. i think that it would make more sense for her to believe the avengers over valentina. defend their shitty writing and it only gets shittier 🤷🏻‍♂️",False,2021-11-28T14:26:07.000Z,en,1464963823849377799,replied_to
"@JSonnenblick some folks go to the filmmakers’ point (excuse?) about the Black Widow movie coming up (at the time) as a “reason.” As in she’s got a solo movie, it’s all good. idk. That’s a weird justification for me.",False,2021-11-28T14:26:02.000Z,en,1464963802705842176,replied_to
@slutformcucast @rosesforhazz kojarzy mi sie albo black widow albo the 100,False,2021-11-28T14:25:11.000Z,pl,1464963586267222020,replied_to
"ymir, historia, annie and hitch but they're the black widow brigade",False,2021-11-28T14:24:56.000Z,en,1464963524971667460,
"@TheBexecutioner I wouldn't say it's a must, especially if you've already seen Black Widow. It's really just a few tiny pieces that I believe are building towards something specific down the road.",False,2021-11-28T14:24:23.000Z,en,1464963386635177987,replied_to
"@MujerCarmesi Concuerdo, hace poco la ví también y me pareció muy buena, luego me chuté Black Widow porque no pude verla en su estreno y también me gusto mucho 🍿😉👌🏽",False,2021-11-28T14:22:42.000Z,es,1464962962645467136,replied_to
"@BlackwellJudyn The Hulk and Black Widow romance... that was so purely him. The nerdy guy gets the sexy tough girl, nothing wrong with that but it was so horribly written. Banner falling on her *groan* And ofc the whole ""I understand being a monster bc I'm infertile"" bit. Yikes.",False,2021-11-28T14:20:27.000Z,en,1464962397265924099,replied_to
Checked out black widow last night. I see what they tried to do there but the movie was mid to me.,False,2021-11-28T14:20:15.000Z,en,1464962344447094797,
@TheBexecutioner Ah. Hmm. That kinda sorta is tired to Hawkeye. Or a character from it is. Black Widow also. Though none of that has come up yet in the two episodes that are out.,False,2021-11-28T14:19:34.000Z,en,1464962175399862273,replied_to
"One of the best exchange which is giving lot of free coins to you so signup and trade your money on this #Huobi exchange 

Link : https://t.co/FoKJNKkSaq Widow&amp;avatar=6

#Altcoins #Airdrop #BTSARMY #cryptocurrency https://t.co/nUgixpqKJp",False,2021-11-28T14:18:25.000Z,en,1464961882251354119,
"DC.

The characters of Batman, Superman and Wonder Woman are more important than the actors who play them.

You can't say that for characters like Iron Man or Black Widow, who wouldn't be nearly as popular without Robert Downey Jr. or Scarlett Johansson. https://t.co/iifRzhQG25",False,2021-11-28T14:15:56.000Z,en,1464961259749748741,quoted
when i end up making a black widow cosplay then what,False,2021-11-28T14:15:31.000Z,en,1464961154976034824,
capitan america 1 me parece bastante embolante pero la del soldado del invierno la verdad q una joyita mi alma le pertenece a black widow,False,2021-11-28T14:14:41.000Z,es,1464960944266747906,replied_to
@ShiinaBR SBMM to be removed or the original Black Widow to return,False,2021-11-28T14:14:32.000Z,en,1464960907595948038,replied_to
"@TBranin @lingerie_addict @arthur_affect daddy issues ruining their lives &amp; the world
Iron Man✅
Black Panther✅
Spiderman✅(sort of)
Starlord✅

suspiciously similar trope:
- why Scarlet Witch &amp; Quicksilver fell in with Hydra
- why Black Widow had to go visit her family (I don't want to see it, but it's in the trailer)",False,2021-11-28T14:14:27.000Z,en,1464960885718401027,replied_to
"@UlyssesArtist 1) Ultron would be menacing and dark. 2) Wanda, Pietro and Vision would be major characters, not minions and sidekicks.  3) No Hulk/Black Widow romance. Boom. You have a better movie already",False,2021-11-28T14:14:18.000Z,en,1464960846812094473,replied_to
"endgame was just alright
black widow was boring
the falcon and the winter soldier added basically nothing to phase 4 and was boring
nerf captain marvel
loki was good you guys are just mean
sylvie is annoying af tho and anyone who ships sylkie,, Gross https://t.co/zFNBT9H31M",False,2021-11-28T14:12:54.000Z,en,1464960494129852420,quoted
@_mordoklejka @rosesforhazz Black Widow,False,2021-11-28T14:12:14.000Z,en,1464960327653761029,replied_to
"@kochamnarzekac 1 Shang chi
2 Eternals
3 Black Widow
4 Hawkeye
5 WandaVision
6 tfatws
7 What if 
8 loki",False,2021-11-28T14:11:58.000Z,en,1464960261224382470,replied_to
eh black widow keren juga wkwkwkwk ciwi ciwi tangguhh,False,2021-11-28T14:11:34.000Z,in,1464960159021613060,
私はマウスがLogicool G502 Hero、キーボードがRazer Black Widowのオレンジ軸デス。,False,2021-11-28T14:10:25.000Z,ja,1464959871624052736,
@cosme_fulanitoa Black Widow me pareció muy mala pero coincido con la mayoría,False,2021-11-28T14:07:40.000Z,es,1464959179580399619,replied_to
natasha romanoff aka black widow https://t.co/crfJLhNu0b,False,2021-11-28T14:06:25.000Z,tl,1464958864646758400,quoted
"@CritikCapitaine Je l'ai quand même placer au dessus de Fast And Furious 9, Black Widow, Army of the Dead et Venom 2...
Mais bon, il est vraiment pas bon...",False,2021-11-28T14:05:17.000Z,fr,1464958577781710850,replied_to
@nvme97 Kupiłam Ali black widow na dvd na święta a się okazało ze sama sobie kupiła ten film xD,False,2021-11-28T14:05:13.000Z,pl,1464958560878608388,replied_to
Black widow hehe sorry https://t.co/ewzGdailcE,False,2021-11-28T14:04:53.000Z,en,1464958477118279684,quoted
@33amelinium Black Widow aaaaaa,False,2021-11-28T14:04:20.000Z,en,1464958340333768713,replied_to
@obliviate_ag @rosesforhazz black widow,False,2021-11-28T14:02:50.000Z,en,1464957961810456579,replied_to
"@obliviate_ag Upside Down zawsze mi się kojarzy ze ST ale fakt że w Black Widow też była ta jedna scena, kurde",False,2021-11-28T14:02:22.000Z,pl,1464957847003967489,replied_to
@obliviate_ag @rosesforhazz Black widow?,False,2021-11-28T14:01:36.000Z,en,1464957650823749635,replied_to
@obliviate_ag @rosesforhazz black widow,False,2021-11-28T14:01:24.000Z,en,1464957603205816320,replied_to
@obliviate_ag Black Widow,False,2021-11-28T14:00:23.000Z,en,1464957344543031296,replied_to
พี่ซังยอนให้เจคอบเป็นทั้ง black widow และสไปดี้เลยเหรอ https://t.co/2CNPA5DWk4,False,2021-11-28T14:00:20.000Z,th,1464957334468235269,
"@CultureCrave Eternals , then Shang chi , then black widow then venom",False,2021-11-28T14:00:10.000Z,en,1464957290369495040,replied_to
@Stray_Kids @_childof2min CAN I BE YO BLACK WIDOW #StrayKidsComeback,False,2021-11-28T13:58:02.000Z,en,1464956752428888070,replied_to
"@assdfg27 @LucasSG3894 @mydisneylatino Además si lo pueden hacer lo hicieron con Black Widow que estuvo creo que un meses antes en LATAM y después en el resto del mundo la estrenaron :v

- Como dices quieren que se recaude más en Latam",False,2021-11-28T13:55:16.000Z,es,1464956058917556231,replied_to
"@PulpLibrarian Your tweets are like an episode of ""This Is Your Life"" but  with books. 1981 was a great year in the pulp library. That was a great Black Widow story. I wish I still owned that.",False,2021-11-28T13:53:57.000Z,en,1464955726904934406,replied_to
"Day 25 of me asking @DonaldMustard, @Marvel, @NFL and @FortniteGame to bring the Blitz skin and the original Black Widow skin back to the item shop https://t.co/f7HtJNk1yF",False,2021-11-28T13:51:03.000Z,en,1464954995334393858,quoted
"TwitterkurdsHashtags, [٢٦/١١/٢١ ٠٩:٣٠ م]
[Forwarded from black widow]
Le PKK est un mouvement social dans lequel les jeunes ne sont pas perçus comme naïfs et ignorants et dans lequel les jeunes peuvent agir de manière autonome selon leur libre arbitre.
#DelistPKKnow",False,2021-11-28T13:46:07.000Z,fr,1464953754135011334,
ho così tanta voglia di andarmi a riguardare black widow,False,2021-11-28T13:45:41.000Z,it,1464953648291713030,
la hora que es y me puse a ver Black Widow.,False,2021-11-28T13:43:57.000Z,es,1464953211559813124,
"Black Widow, Thena https://t.co/9OS28NS2c0",False,2021-11-28T13:40:42.000Z,en,1464952391992700930,quoted
black widow and tfatws https://t.co/xk32kV7Fks,False,2021-11-28T13:40:30.000Z,en,1464952343598825478,quoted
"@jamieHiggs2002 Again. So out of touch. Disney’s job is to MAKE movies that MAKE money. Encanto IS making money. Black Widow, Shang-Chi broke Pandemic-era box office records. These movies ARE making money in cinemas — money they would not have made dumped on a streaming service for FREE. https://t.co/Mc3vmXy7eD",False,2021-11-28T13:37:12.000Z,en,1464951509830017036,replied_to
"BLACK WIDOW 2014, ISSUE ONE https://t.co/wuRbLsIihx",False,2021-11-28T13:36:43.000Z,en,1464951390938099715,
this leads me to 3) how the new characters rely too much on the old ones to establish themselves. the purpose of ‘black widow’ was to establish yelena off the back of natasha. same with sylvie in ‘loki’ and now kate in ‘hawkeye’.,False,2021-11-28T13:36:20.000Z,en,1464951293131300874,replied_to
@PH0NETAG in my opinion it's better to see in release order after endgame but disney says it's loki - what if - wanda vision - tfwats - shang-chi - hawkeye (and if u haven't watched black widow u can watch it first bc it takes place after civil war),False,2021-11-28T13:33:39.000Z,en,1464950617852592130,replied_to
"Black Widow
Ironman
Thor
Captain America
Hulk
Together the Avengers are a:
B. I. T. C. H
#MCU",False,2021-11-28T13:32:47.000Z,en,1464950400709181448,
"Taena I won’t shut up abt this lasi super namiss ko magsine😢 Ang sarap sa feeling legit Black widow??? Tapos VIP???? 😩😩😩 Fak I missed the “buksan ang bagong bukas, may pangarap blah blah wakas”😭 https://t.co/J9rtK8A9bw",False,2021-11-28T13:32:33.000Z,tl,1464950342177607681,
"11. Ant-Man (Beck)
12. Guardians (Bates)
13. Dr. Strange (Giacchino)
14. Black Widow (Balfe)
15. The numerous Iron Mans (Djawadi/Debney/Tyler/Giacchino)
16. Spider-Man (Giacchino)
17. The Incredible Hulk (Armstrong)
18. Hawkguy (Beck/Paraskevas)",False,2021-11-28T13:29:06.000Z,en,1464949475147931648,replied_to
"BLACK WIDOW 1991, ISSUE 1 https://t.co/LxTbxznE5r",False,2021-11-28T13:28:51.000Z,en,1464949410350067718,
should i watch black widow tonight.. i feel like i must,False,2021-11-28T13:26:33.000Z,en,1464948833054441477,
Rewatching black widow rn and i gotta say cgi was some real shit-,False,2021-11-28T13:26:30.000Z,en,1464948820165410819,
btw i forced my irls to watch black widow today LMFAO,False,2021-11-28T13:26:21.000Z,en,1464948781376360454,
"@Dismog_10 @AnThOo5919 @InfoFortniteFR Et pour Black Widow, le premier skin ressemble à Scarlett, si elle a pas donné le droit à son image, ils peuvent se faire strick par elle, a mon avis y'a des accord dont t'as même pas conscience sur certains skins, donc ne dit pas que ça ressortira un jour sans savoir réellement",False,2021-11-28T13:24:28.000Z,fr,1464948307634098179,replied_to
@HLNinEngeland he is looks like black widow's father in the movie,False,2021-11-28T13:24:12.000Z,en,1464948240428662789,replied_to
MCU did Black Widow dirty. She is a thousand times more complex throughout the films than Hawkeye. Naovershadow pa ng death ni Ironman yung death nya. https://t.co/17y9QUIOoo,False,2021-11-28T13:23:55.000Z,en,1464948169297461255,quoted
Centurion vs Black Widow,False,2021-11-28T13:23:51.000Z,en,1464948151467450375,
La nueva película de Black Widow😵 https://t.co/7fBpR8FNGx,False,2021-11-28T13:22:34.000Z,es,1464947827692523529,quoted
"Moin Leude!

Heute um 18 Uhr werde ich das Upper Bracket Final der Div. 3-4 Playoffs zwischen @lol_aspire Fire &amp; ""BLACK WIDOW GAMING"" casten.

Und dieses mal bin ich nicht alleine 🎙️ 
Ich freue mich @Poisonmyth als Verstärkung im Cast dabeizuhaben 💪

Bis später! 💙
#ASPrising🕊️",False,2021-11-28T13:22:02.000Z,de,1464947693428617218,
black widow ofc https://t.co/7Iqbdb0uyJ,False,2021-11-28T13:21:05.000Z,en,1464947454017560577,quoted
"OH, BLACK WIDOW TOO😭
Then i have to watch Shangchi, eternals..

But shang chi already on disney+?

When eternals out i want to watch it but my mom forbid me😭🙏",False,2021-11-28T13:21:04.000Z,en,1464947449701670927,replied_to
"Marvel bu sene tam bi hayal kırıklığı... Black Widow çok kötüydü, bugün Eternals'a geldim (anca vakit buldum) o da bok gibi. Venom Zehirli Öfke 2'yi beğenmiştim.
Haftaya Spiderman de kötü olursa Marvel beni için bitmiştir abi",False,2021-11-28T13:19:03.000Z,tr,1464946944351035398,
PERFECT BLACK WIDOW OUTFIT. I MIGHT VERY WELL FIT THE AVENGERS TEAM. WHO... https://t.co/1WJw8CGRcW via @YouTube,False,2021-11-28T13:13:39.000Z,en,1464945584725540867,
@PhaseZeroCB Black widow was mediocre,False,2021-11-28T13:12:45.000Z,en,1464945357943623683,replied_to
"@AuthorJRose No. Respect, I’d say. I took this photo of a black widow on a piece of slate in the bed of my truck, then moved her out of the way. https://t.co/fNjpVWTE1W",False,2021-11-28T13:11:51.000Z,en,1464945133644877826,replied_to
"scarlet witch, black widow, dr strange  HAHAH https://t.co/QvoERJA1dh",False,2021-11-28T13:11:43.000Z,en,1464945099658326023,quoted
"#StrayKidsComeback 
Hii Felix~ I think black widow suits you more than Venom. What do u think?? Love u💛",False,2021-11-28T13:11:39.000Z,en,1464945080062681088,
"J'ai pas compris le bashing autour du film ""Black Widow""

Je le trouve excellent, des scènes d'action époustouflantes et il y a beaucoup d'émotion tout au long du film.",False,2021-11-28T13:11:15.000Z,fr,1464944979109986320,
