lang,tweet_id,created_at,text,possibly_sensitive,type,clean_tweet
en,1466150876272283654,2021-11-26 21:03:03+00:00,The ADH reported 423 COVID-19 hospitalizations and 74 patients on ventilators Dec. 1. https://t.co/YhIJRgIF1M,False,,"['423', '74', '1', 'covid', 'dec', 'patient', 'reported', '19', 'adh', 'hospitalization', 'ventilator']"
en,1466150876268093444,2021-11-26 21:03:03+00:00,@EllisD69 @RonDeSantisFL They checking for Covid Vaccines I take it?,False,replied_to,"['covid', '?', 'it', 'checking', 'take', 'vaccine']"
en,1466150875529887754,2021-11-26 21:03:03+00:00,@Dr2NisreenAlwan Your honesty and your medical expertise!! This is a difficult time for all trying to combat Covid 19. There are so many voices competing to be accepted by the public and it was initially difficult to determine who to believe and trust particularly because of conflicting messages.,False,replied_to,"['time', 'trust', 'trying', 'particularly', '19', '!', 'conflicting', 'initially', 'competing', 'many', 'difficult', 'expertise', 'determine', 'believe', 'accepted', 'honesty', 'medical', 'public', 'covid', 'voice', 'combat', 'message']"
en,1466150874162548739,2021-11-26 21:03:02+00:00,@jimmycarr @netflix Your so funny Jimmy... 🙄 https://t.co/jF8t3z3DX1,False,replied_to,"['jimmy', 'funny']"
en,1466150873852264460,2021-11-26 21:03:02+00:00,"@TonyHinton2016 @HungryFillbe @SwaledaleMutton You say you’re an expert on covid, we have an expert on viral immunology to discuss on air with you, just so happens he’s a sheep farmer too.",False,replied_to,"['air', 'expert', 'covid', 'happens', 'discus', 'sheep', 'say', 'immunology', 'farmer', 'viral']"
en,1466150873680207875,2021-11-26 21:03:02+00:00,"@BloxburgKaren @itsjillgardner Many doctors hand out meds that may harm more than heal. 
For Covid, supportive care of medical teams was excellent and saved many lives.",False,replied_to,"['many', 'excellent', 'covid', 'hand', 'team', 'saved', 'supportive', 'care', 'doctor', 'med', 'harm', 'life', 'heal', 'may', 'medical']"
en,1466150873336320007,2021-11-26 21:03:02+00:00,"@rainyfishe Yeah I just emailed them but it’s like 23:00 there so I will get a reply tomorrow (hopefully). And yes I mean they’re super nice, they’re letting me apply with a provisional degree (I don’t have mine yet cuz covid) also I can update my citizenship whenever I want",False,replied_to,"['reply', 'emailed', 'cuz', 'yet', 'degree', 'also', 'citizenship', 'want', 'nice', 'update', 'hopefully', '(', 'apply', 'like', 'super', 'get', 'i', ')', 'provisional', 'mean', '23', 'whenever', 'covid', 'tomorrow', 'letting', 'yeah', 'yes', 'mine', '00']"
pt,1466150872598130698,2021-11-26 21:03:02+00:00,"Alemanha registra maior número de mortes por Covid em 9 meses, e França vê aumento dos casos https://t.co/nmwebNSUO1",False,,"['covid', 'numero', 'me', 'casos', 'franca', 'mortes', 'aumento', 'e', 'de', '9', 'alemanha', 'do', 'por', 'maior', 'registra']"
en,1466150872207998986,2021-11-26 21:03:02+00:00,I’ve heard more first hand and personal stories from vaccine damage and severe side effects than I’ve heard in regards to covid. #fact https://t.co/rhTZSnNiTk,False,quoted,"['first', 'damage', 'covid', 'hand', 'story', 'side', 'effect', 'personal', 'I', 'regard', 'heard', 'severe', 'vaccine']"
en,1466150872111407104,2021-11-26 21:03:02+00:00,"@JCCFCanada Since covid is in the vials itself, that would explain it! 
They're playing this up more than they did the Spanish flu. It wasn't Spanish and it wasn't a flu. 
It was a VIAL flu... get the shot... die. That's the pandemic!",False,replied_to,"['spanish', 'covid', '!', 'it', 'flu', 'shot', 'since', 'explain', 'vial', 'would', 'vial', 'pandemic', 'playing', 'die', 'get']"
en,1466150870635139072,2021-11-26 21:03:01+00:00,"Thinking back fondly of being asked to put together a Covid impact report for eCommerce clients.

""It's just like SARS, use that to forecast it"", they said.",False,,"['impact', 'asked', 'covid', 'thinking', 'report', 'sars', 'together', 'client', 'forecast', 'said', 'back', 'like', 'put', 'use', 'fondly', 'ecommerce']"
en,1466150870538764300,2021-11-26 21:03:01+00:00,@tolstoybb back to covid plays,False,replied_to,"['play', 'covid', 'back']"
es,1466150869368455186,2021-11-26 21:03:01+00:00,"@JLozanoA @Reforma Don pendejo descubriendo una nueva variante de COVID,OMNICROM estás cañon saco de pus.",False,replied_to,"['covid', 'nueva', 'pendejo', 'variante', 'de', 'pu', 'descubriendo', 'omnicrom', 'canon', 'una', 'saco', 'estas']"
it,1466150868865241090,2021-11-26 21:03:01+00:00,"@m44cc__ quello che ho fatto potrebbe essere sbagliato e sto avendo qualche sintomo tra cui la perdita del gusto e il raffreddore, poi ovviamente può non essere proprio il covid ma per sicurezza lo rifaccio piango",False,replied_to,"['raffreddore', 'potrebbe', 'e', 'puo', 'sintomo', 'per', 'sicurezza', 'non', 'ho', 'poi', 'proprio', 'lo', 'che', 'sto', 'perdita', 'tra', 'avendo', 'cui', 'quello', 'gusto', 'il', 'rifaccio', 'essere', 'del', 'covid', 'la', 'piango', 'ovviamente', 'sbagliato', 'qualche', 'fatto']"
en,1466150868756189193,2021-11-26 21:03:01+00:00,@LiberalTears131 @RepPressley Kinda like how Covid denying Republicans are the ones dying?,False,replied_to,"['republican', 'kind', 'covid', '?', 'dying', 'one', 'like', 'denying']"
nl,1466150868504428549,2021-11-26 21:03:01+00:00,"@Spuit12 @kimvankeken In het advies staat inderdaad niet dat er veel haast is, maar ""Doe maar rustig aan"" staat er ook niet. En,  uitgaande van de termijn van 6 maanden na de tweede prik, was er geen reden om te wachten met de oudste groepen op te roepen. 
https://t.co/Jpzt7zWp1K",False,replied_to,"['prik', 'en', 'aan', 'wachten', 'tweede', 'veel', 'maar', 'roepen', 'het', 'doe', 'om', 'van', '6', 'inderdaad', 'met', 'geen', 'reden', 'er', 'advies', 'ook', 'rustig', 'de', 'te', 'uitgaande', 'na', 'groepen', 'haast', 'oudste', 'termijn', 'maanden', 'op', 'niet', 'dat', 'staat']"
it,1466150868416401408,2021-11-26 21:03:01+00:00,"https://t.co/R4EfnMThSn

Non lo dite a speranza e bertolaso",False,,"['speranza', 'bertolaso', 'e', 'non', 'dite', 'lo']"
en,1466150867501940740,2021-11-26 21:03:01+00:00,"MARCUS LAMB, CHIEF FOR ONE OF TELEVANGELISM'S PREMIER COVID MISINFORMATION DISSEMINATORS, DIES OF COVID

https://t.co/KNusdg1SF4",False,,"['premier', 'dy', 'covid', 'chief', 'marcus', 'misinformation', 'lamb', ""'s"", 'one', 'televangelism', 'disseminator']"
en,1466150867422302210,2021-11-26 21:03:01+00:00,"@BillyArmagh My wife runs a home-based child care business. Technically her business still existed, but she had to shut down for six months under COVID regs. Stats Can employment/wage stats don't tend to encompass people like her.",False,replied_to,"['regs', 'home', 'based', 'tend', 'business', 'child', 'run', 'like', 'shut', 'encompass', 'wife', 'people', 'stats', 'existed', 'covid', 'care', 'employment/wage', 'still', 'six', 'month', 'technically']"
en,1466150866453504011,2021-11-26 21:03:00+00:00,"🤣🤣 Hopefully you have underlying conditions or sickle- cell to go along with this 😏
https://t.co/4H3pIFCTRU https://t.co/IXJsYptw99",False,,"['hopefully', 'go', 'sickle', 'underlying', 'along', 'cell', 'condition']"
en,1466150865979465732,2021-11-26 21:03:00+00:00,@CassyWearsHeels @Higgy_59 I did it voluntarily long before covid.,False,replied_to,"['covid', 'voluntarily', '59', 'long']"
en,1466150864947613697,2021-11-26 21:03:00+00:00,@FPLCheetah Gotta cure cancer and covid if he wants to win it,False,replied_to,"['covid', 'cure', 'cancer', 'got', 'win', 'want']"
en,1466150863810957313,2021-11-26 21:03:00+00:00,Binghamton University Chemistry Professor Eriks Rozners and doctoral candidate Christopher Ryan are investigating how coronaviruses reproduce and hijack cells -- which could potentially pave the way for new treatments. https://t.co/26YeZWSLAy https://t.co/agNt4X9sMC,False,,"['chemistry', 'investigating', 'treatment', 'coronaviruses', 'could', 'pave', 'candidate', 'christopher', 'new', 'university', 'rozners', 'cell', 'binghamton', 'potentially', 'ryan', 'reproduce', 'professor', 'way', 'hijack', 'doctoral', 'eriks']"
pt,1466150863697809418,2021-11-26 21:03:00+00:00,"Ponto de testagem contra covid-19 ganha novo espaço no Aeroporto de Vitória

https://t.co/SD4pGWZwHf",False,,"['covid', 'espaco', 'vitoria', 'aeroporto', 'contra', 'ponto', 'de', 'novo', '19', 'ganha', 'testagem']"
en,1466150863525888013,2021-11-26 21:03:00+00:00,"Marcus Lamb, head of Christian network Daystar who has been a vocal #opponent of the coronavirus #vaccine, has died of #COVID19. https://t.co/QblnAkZ8Yu #Antivaccine",False,,"['head', 'network', 'marcus', 'vocal', 'christian', 'lamb', 'coronavirus', 'daystar', 'died']"
und,1466150863001509897,2021-11-26 21:03:00+00:00,"https://t.co/n6ig2nC6Rw

@VictorAndresGB https://t.co/l9ickglP9z",False,quoted,[]
fr,1466150862900899841,2021-11-26 21:03:00+00:00,"L'institut Pasteur suit particulièrement des coins paumés très difficiles d'accès en quasi-autarcie à Madagascar parce que la grippe y fait des ravages régulièrement, pour étudier les mutations et donc les risques mondiaux. 
Mais à l'aise, il ""suffit"" de vacciner contre le Covid",False,,"['donc', 'en', 'particulierement', 'grippe', 'difficiles', 'pasteur', 'tres', 'mutation', 'pour', ""d'acces"", 'de', 'vacciner', 'etudier', 'contre', 'coin', 'autarcie', 'mais', ""l'institut"", 'fait', 'il', 'de', ""l'aise"", 'risques', 'le', 'mondiaux', 'le', 'covid', 'regulierement', 'suffit', 'suit', 'parce', 'que', 'la', 'madagascar', 'paumes', 'et', 'quasi', 'ravage']"
es,1466150862703804424,2021-11-26 21:03:00+00:00,"@Miss_Magneto Yo estoy vacunado, me la resbala estar en un bar con gente no vacunada o vacunada. Cada uno que haga lo que le salga de ahi. Pero con respecto a tu consulta, creo que en un establecimiento (restaurante), te puede denegar el acceso sin pass covid si es para todos igual",False,replied_to,"['uno', 'en', 'estar', 'todos', 'creo', 'cada', 'sin', 'lo', 'vacunado', 'gente', 'establecimiento', 'resbala', '(', 'denegar', 'el', 'magneto', 'pero', 'con', ')', 'de', 'te', 'puede', 'salga', 'restaurante', 'bar', 'vacunada', 'pas', 'le', 'igual', 'haga', 'un', 'covid', 'e', 'que', 'la', 'consulta', 'respecto', 'ahi', 'tu', 'estoy', 'acceso', 'yo', 'si', 'para']"
en,1466150861655130120,2021-11-26 21:02:59+00:00,"3.5 per cent COVID-positivity rate; 23 new cases, 4 deaths on Tuesday https://t.co/XUd6SmZXgp https://t.co/7n2yolUOCb",False,,"['covid', 'positivity', 'case', '5', '4', '3', 'death', 'tuesday', 'per', 'new', 'rate', 'cent', '23']"
en,1466150861491486720,2021-11-26 21:02:59+00:00,@FoxNews It seems a big chunk of the GOP is pro Covid.  I guess it gives them one more thing to be negative about,False,replied_to,"['chunk', 'covid', 'big', 'thing', 'negative', 'guess', 'gop', 'give', 'seems', 'one', 'pro']"
es,1466150860765937664,2021-11-26 21:02:59+00:00,"Las medidas covid quién las ha hecho, un bonobo?
Madre mía.....",False,,"['bonobo', 'un', 'covid', '?', 'hecho', 'madre', 'mia', 'la', 'quien', 'ha', 'medidas']"
en,1466150860761681921,2021-11-26 21:02:59+00:00,"@GOP Go tell it to the people that died during the Jan 6 Capitol attack, all the unvaccinated misinformed people that died due to Covid, and all the kids that got killed while at school because of guns.. this is all you, it’s all on you. You’re an abomination.",False,replied_to,"['gun', 'covid', 'school', '6', 'unvaccinated', 'misinformed', 'tell', 'due', 'go', 'people', 'kid', 'jan', 'got', 'attack', 'killed', 'abomination', 'died', 'capitol']"
pl,1466150860682145804,2021-11-26 21:02:59+00:00,@MorawieckiM @szczepimysie Nie taki diabeł (COVID-19) straszny... https://t.co/9L27B1z11K,False,replied_to,"['covid', 'straszny', ')', 'diabel', 'nie', '19', '(', 'taki']"
en,1466150860363218947,2021-11-26 21:02:59+00:00,HUGE IN FIGHT vs OMICRON: A person in Calif. vaccinated against COVID-19 is the first in the US to have an identified case of omicron. The traveler returns from South Africa on Nov. 22 &amp; tests positive Nov. 29. Vaccinated person had not received a booster. https://t.co/ojBePrK41r,False,,"['africa', '19', 'return', 'test', 'traveler', 'calif', '22', 'received', 'vaccinated', 'huge', 'person', '29', '&', 'positive', 'fight', 'omicron', 'first', 'covid', 'nov', 'identified', 'amp', 'booster', 'v', 'south', 'case', 'u']"
en,1466150859985887241,2021-11-26 21:02:59+00:00,"The Biden administration is expected to take steps in the coming days to toughen COVID testing reqs for international travelers to the U.S., including both vaccinated and unvaccinated people, amid the spread of the new #omicron variant (via @MarketWatch): https://t.co/f0oHv0hJsX",False,,"['biden', 'spread', 'toughen', 'via', 'expected', 'new', 'day', 'variant', 'vaccinated', 'testing', 'take', 'amid', '(', 'including', 'coming', 'administration', 'international', ')', 'people', 'unvaccinated', 'traveler', 'reqs', 'covid', 'step']"
und,1466150858505207816,2021-11-26 21:02:59+00:00,@B24PT @bwin_portugal https://t.co/U9Z2C6LnNn,False,replied_to,['portugal']
en,1466150857897123841,2021-11-26 21:02:58+00:00,Appears as though the vaccinated are giving each other the Covid-19 infection. https://t.co/UlrQeQMxgb,False,quoted,"['covid', 'vaccinated', '19', 'appears', 'though', 'infection', 'giving']"
en,1466150856970100738,2021-11-26 21:02:58+00:00,"@Ethan641 @doug_united @kamo180 @osowxvyy And it doesn't help either that people are still irresponsible in handling covid, not wearing masks or sanitizing or even keeping their space or self isolating, main reason why I believe it won't go anytime soon",False,replied_to,"['help', 'space', 'reason', 'either', 'isolating', 'handling', 'self', 'even', 'keeping', 'anytime', 'believe', 'people', 'irresponsible', 'mask', 'covid', 'main', 'soon', 'sanitizing', 'still', 'go', 'united', 'wearing']"
en,1466150854503940112,2021-11-26 21:02:58+00:00,"That ""reopening"" hasn't happened at all. Govt has turned a country whose model is based on free movement into a shrine devoted to the COVID restrictions cult. Sadly. https://t.co/pNhK6cVXWb",False,quoted,"['based', 'whose', 'movement', 'covid', 'restriction', 'model', 'sadly', 'country', 'shrine', 'reopening', 'turned', 'cult', 'free', 'devoted', 'happened', 'govt']"
es,1466150853388079104,2021-11-26 21:02:57+00:00,"@mjpn9335 Jaja ahora es culpa del covid , no me acuerdo si llore pero seguro.",False,replied_to,"['e', 'culpa', 'covid', 'pero', 'llore', 'ahora', 'acuerdo', 'del', 'jaja', 'si', 'seguro']"
en,1466150852670808069,2021-11-26 21:02:57+00:00,"@njk435 @DuniferJason @abcnews These are cabins with air conditioning, plenty of good food, water etc and medical teams to take care of those exposed to covid. The outback and NT is a harsh environment. Once they are well or complete iso they go home. Our olympic team quarantined there.",False,replied_to,"['food', 'nt', 'harsh', 'plenty', 'good', 'home', 'environment', 'team', 'exposed', 'take', 'etc', 'conditioning', 'cabin', 'well', 'outback', 'quarantined', 'water', 'medical', 'air', 'covid', 'care', 'go', 'team', 'olympic', 'iso', 'complete']"
en,1466150851437895685,2021-11-26 21:02:57+00:00,"@cityalan @ucu Thankyou for that. But the absolute killers are..""I am content with the delivery of learning and teaching of my course during the covid-19 pandemic"" less than 50%.  Name a private business that could fail over 50% of its customers and still charge over £9,000pa?",False,replied_to,"['private', 'learning', 'could', 'customer', 'name', '19', '%', 'business', 'content', '50', 'course', 'teaching', 'charge', 'absolute', '?', 'thankyou', 'killer', 'covid', 'PS9', 'delivery', 'still', 'le', '000pa', 'fail', 'pandemic']"
en,1466150850947076112,2021-11-26 21:02:57+00:00,Amazon accused of underreporting work-related COVID-19 cases https://t.co/udPisWc5LC #FoxBusiness,False,,"['covid', 'work', 'case', 'related', 'accused', 'amazon', 'underreporting', '19']"
en,1466150848057258001,2021-11-26 21:02:56+00:00,I was watching #RHOC reruns this morning and COVID was hitting. One dumb woman said it was a conspiracy by Big Pharma and it would be over in 60 days. https://t.co/LTkCLW7ROl,False,,"['one', 'covid', 'dumb', 'big', '60', 'day', 'said', 'woman', 'watching', 'pharma', 'conspiracy', 'would', 'hitting', 'morning', 'rerun']"
en,1466150846576545792,2021-11-26 21:02:56+00:00,"UFCW Cargill strike of Canada-wide significance for organized labour. 2000 mostly immigrant low paid &amp; maltreated wage earners process 40% Cdn beef &amp;US owned subsidiary nets $4.7B. UCP Kenney govt culpable in Covid outbreak.  https://t.co/Lv2cO85WRH . 
https://t.co/oo4wEGfRs5",False,,"['u', 'beef', '7b', 'organized', 'process', '2000', 'canada', 'significance', 'owned', 'maltreated', 'govt', 'ufcw', '4', '%', 'wage', 'labour', 'strike', 'cargill', 'subsidiary', '&', '$', 'ucp', 'net', 'low', 'wide', 'covid', '40', 'immigrant', 'earner', 'outbreak', 'amp', 'mostly', 'kenney', 'paid', 'cdn', 'culpable']"
en,1466150845465169935,2021-11-26 21:02:55+00:00,"Yesterday.
Students: Joke about COVID
Me: It's still real. My uncle just died from it.
S: Oh, I'm sorry.
Me: I'm not. He refused to get vaccinated. Play stupid games, win stupid prizes. Choices have consequences.

Today: parent complains to admin I'm preaching liberal propaganda. https://t.co/V2leBNcOpI",False,quoted,"['liberal', 'propaganda', 'stupid', 'died', 'sorry', 'refused', 'uncle', 'game', 'vaccinated', 'joke', 'win', 'get', 'choice', 'complains', 'real', 'parent', 'oh', 'consequence', 'preaching', 'covid', 'yesterday', 'today', 'play', 'admin', 'still', 'I', 'prize', 'student']"
en,1466150845452591116,2021-11-26 21:02:55+00:00,"Got my Covid booster shot today. Arm is a little sore, getting a headache right now. I’m a big baby so ima milk it when I get home.",False,,"['little', 'baby', 'covid', 'today', 'big', 'get', 'sore', 'headache', 'milk', 'shot', 'I', 'booster', 'got', 'arm', 'home', 'right', 'getting']"
it,1466150844492136460,2021-11-26 21:02:55+00:00,"La campagna vaccinale anti Covid-19 continua anche a dicembre. Ecco il calendario
https://t.co/IluDdswB0T
#campagnavaccinale #covid19 #covid_19 #coronavirus #vaccinazione #vaccino #ULSS1 #ULSSDolomiti #ProvinciaBelluno #Veneto",False,,"['covid', 'vaccinale', 'la', 'campagna', 'anche', 'dicembre', 'continuum', 'il', '19', 'anti', 'calendario', 'ecco']"
en,1466150844034953221,2021-11-26 21:02:55+00:00,"#Georgia Introduction of COVID “green pass” and booster shots. Updated information on quarantine if travelling from certain African countries, and the removal of reference to elections. For more information visit: https://t.co/jUYCBCTMAT https://t.co/xvPL2pt6Sf",False,,"['covid', 'country', 'green', 'election', 'certain', 'reference', 'removal', 'introduction', 'quarantine', 'shot', 'african', 'booster', 'visit', 'updated', 'travelling', 'pas', 'information']"
nl,1466150843732926490,2021-11-26 21:02:55+00:00,"Massale vaccinatie stopt de verspreiding van het coronavirus niet. 2G en 3G werken dus niet tegen de verspreiding van het virus.

#vaccinatieplicht #vaccinatiedwang 

https://t.co/5yNnOyuDCV",False,,"['3g', 'vaccinatie', 'het', 'en', 'stopt', 'van', '2g', 'werken', 'virus', 'massale', 'verspreiding', 'de', 'niet', 'tegen', 'dus', 'coronavirus']"
en,1466150840444628997,2021-11-26 21:02:54+00:00,"""To Counter Omicron, Covid-19 Treatments Must Be Cheap and Accessible"" by Rachel Cohen via NYT https://t.co/Ox8cNU7ma5",False,,"['nyt', 'covid', 'treatment', 'rachel', 'accessible', 'cohen', 'counter', 'via', '19', 'must', 'omicron', 'cheap']"
en,1466150839756722188,2021-11-26 21:02:54+00:00,@Moose3_16 @LBC @NickFerrariLBC Look at that fat cuntversationalist. He should be fearing Covid he’s the reason young healthy people will be forced to get jabbed. A complete scandal tubbsie,False,replied_to,"['jabbed', 'fat', '16', 'fearing', 'covid', 'scandal', 'get', 'look', 'healthy', 'tubbsie', 'reason', 'people', 'forced', 'young', 'cuntversationalist', 'complete']"
en,1466150839614066697,2021-11-26 21:02:54+00:00,"@cnnbrk How can she stand there and tell such huge lies, Democrats have absolutely no shame. 
Doocy OWNS Psaki With Biden&amp;apos;s Own Words https://t.co/vjjzEvwb8S",False,replied_to,"['word', 'psaki', 'biden', 'apos', 'absolutely', 'amp', 'tell', 'huge', 'lie', 'doocy', 'shame', 'democrat', 'stand', 'owns', '&']"
en,1466150838695563267,2021-11-26 21:02:54+00:00,"@AlistairHaimes @edward_baran @NeilClark66 Are cardiac arrests, stokes, cardiovascular problems higher in 2021 than the 5 year average?

Also, why is a death or hospitalisation after a vax just a coincidence but a hospitalisation or death after a positive test is definitely Covid?",False,replied_to,"['problem', 'arrest', 'baran', 'death', 'test', 'definitely', 'cardiovascular', 'vax', 'also', 'positive', '?', '2021', 'average', 'stokes', 'hospitalisation', 'year', 'cardiac', 'higher', 'covid', 'coincidence', '5']"
en,1466150837114261510,2021-11-26 21:02:53+00:00,Serious question why get covid shot if you still can get sick &amp; possibly pass?,False,,"['covid', '?', 'serious', 'possibly', 'sick', 'still', 'shot', 'amp', 'pas', 'question', 'get', '&']"
en,1466150835549790217,2021-11-26 21:02:53+00:00,"@SupaleeNate @melzy62 @Brennanator @GOP Yeah I was referring to COVID, which is what the above tweet clearly seemed to imply.",False,replied_to,"['covid', 'tweet', 'referring', 'yeah', 'imply', 'seemed', 'clearly']"
en,1466150834324979719,2021-11-26 21:02:53+00:00,"Writing for #Nasdaq, Leon Morales writes that, in the wake of COVID, “normal” has changed, &amp; so have advisors’ clients. We’re adopting a more intentional approach to life &amp; expect corresponding wealth management solutions. https://t.co/m5ZfHNgGhM #financialservices #API #fintech https://t.co/XyvsNKBGEI",False,,"['normal', 'leon', 'expect', 'changed', 'advisor', ""'"", 'intentional', 'solution', 'adopting', '&', 'life', 'wake', 'client', 'morale', 'wealth', 'covid', 'writes', 'approach', 'writing', 'amp', 'management', 'corresponding']"
nl,1466150833507160071,2021-11-26 21:02:53+00:00,@na3na3dealster Ze willen ramadan (een gebeurtenis) cancellen omdat ze kerst vanwege covid niet willen door laten gaan. Maar mensen begrijpen vgm niet dat je tijdens de ramadan niet bij elkaar bent zoals bij kerstFEEST lol. vgm bedoelen ze het Offerfeest maar mensen zijn dom 🤣,False,replied_to,"['bent', 'laten', 'omdat', 'dom', 'vanwege', 'lol', 'zoals', 'gebeurtenis', 'elkaar', 'maar', 'cancellen', 'het', 'kerst', 'willen', 'kerstfeest', '(', 'ze', ')', 'offerfeest', 'de', 'vgm', 'begrijpen', 'tijdens', 'ramadan', 'covid', 'je', 'bij', 'zijn', 'gaan', 'door', 'mensen', 'niet', 'dat', 'bedoelen', 'een']"
en,1466150832165036040,2021-11-26 21:02:52+00:00,‘Omicron’ Variant Drives “Worrying” Surge In South Africa’s Covid Cases https://t.co/IYn8SyGJwd,False,,"[""'"", 'variant', 'south', 'africa', 'covid', 'case', 'surge', 'drive', 'worrying', ""'omicron"", ""'s""]"
en,1466150831275876364,2021-11-26 21:02:52+00:00,@chadsgx These new variants of covid are being created due to the different vaccinations.  These vaccines are weakening the antibodies naturally.  I guess the pain in the markets will end when all growth stocks &amp; regular are zero 😂😂😂,False,replied_to,"['weakening', 'end', 'zero', 'regular', 'market', 'new', 'pain', 'naturally', 'vaccine', '&', 'variant', 'vaccination', 'due', 'created', 'antibody', 'covid', 'guess', 'stock', 'amp', 'different', 'growth']"
pt,1466150831271686145,2021-11-26 21:02:52+00:00,@fbcribeiro_ Não será de Transformer? Cá para mim o Omicron é um covid a pilotar um Transformer,False,replied_to,"['um', 'nao', '?', 'transformer', 'covid', 'pilotar', 'e', 'de', 'serum', 'ca', 'omicron', 'para', 'mim']"
en,1466150830915166215,2021-11-26 21:02:52+00:00,"@Simone_Voice The Straits Times
How best to counter the virus of disinformation on Covid-19 vaccines?, Opinion News &amp; Top Stories https://t.co/NTUh5lq6dm",False,replied_to,"['voice', 'covid', '?', 'story', 'strait', 'virus', 'top', 'time', 'opinion', 'counter', 'amp', '19', 'news', 'disinformation', 'vaccine', 'best', '&']"
pt,1466150829925273603,2021-11-26 21:02:52+00:00,"Real, eu vi no jornal que a Coréia do sul tá com um surto gigantesco de covid e da variante delta, tô morrendo de preocupação pelos meninos😣😣 https://t.co/lJbiWFyCvt",False,quoted,"['pelos', 'e', 'meninos', 'coreia', 'um', 'ta', 'variante', 'com', 'gigantesco', 'da', 'morrendo', 'jornal', 'real', 'surto', 'de', 'preocupacao', 'covid', 'delta', 'que', 'eu', 'sul', 'vi']"
en,1466150829342269443,2021-11-26 21:02:52+00:00,@aconvertedheart @Mise481 Really so it good for covid,False,replied_to,"['good', 'covid', 'really']"
en,1466150828889288706,2021-11-26 21:02:52+00:00,"@ericgarland I live here &amp; will vote @staceyabrams  Our current Gov is a perpetuating Covid.  Brad Raffesnperger, SOS made famous for his refusal to commit treason for the orange perv, has lied about Abrams many times from his govt account. GOP have no integrity. I’m ready for change. #gapo",False,replied_to,"['perpetuating', 'raffesnperger', 'gov', 'brad', 'govt', 'live', 'change', 'abrams', 'account', '&', 'gop', 'many', 'commit', 'treason', 'integrity', 'orange', 'covid', 'made', 'refusal', 'time', 'current', 'lied', 'amp', 'I', 'ready', 'vote', 'perv', 'famous']"
und,1466150825772957700,2021-11-26 21:02:51+00:00,https://t.co/83a2dpUNZ4 @InformedNJNurse @ConservativesNJ @NJGOP @JerseyLawman @Aikens_Josh @njdotcom @EyesOnNJ @RepublicOf_NJ @NJGov,False,,[]
es,1466150821939204097,2021-11-26 21:02:50+00:00,"@ernestomaynard @AlertaNews24 Tengo un familiar que murio hace 3 días por COVID. No es juego,es real!",False,replied_to,"['hace', 'un', 'covid', 'e', 'juego', 'real', 'que', 'murio', 'familiar', 'tengo', '3', 'dia', '!', 'por']"
en,1466150821792473095,2021-11-26 21:02:50+00:00,@petertheprole @Ed_head1 @LiveLCFC Anyway it's either that or long covid obviously.🤡,False,replied_to,"['covid', 'obviously', 'head1', 'anyway', 'either', 'long']"
en,1466150821419266055,2021-11-26 21:02:50+00:00,"@kylenabecker @Fred75343389 In Canada we average close to 10 deaths a day from seasonal flu.  Since the first reported covid death in March 2020, covid average daily deaths are close to 50.  That average would probably be higher if the new health measures were not implemented.   It is what it is.",False,replied_to,"['canada', 'death', 'implemented', '10', 'close', 'new', 'seasonal', 'reported', 'death', 'flu', 'day', 'health', '50', 'would', 'march', 'daily', 'average', 'since', 'probably', 'higher', 'first', 'covid', '2020', 'measure']"
ca,1466150821293395971,2021-11-26 21:02:50+00:00,"🔴Al novembre, cau la confiança de la indústria

Enmig d l’embolic causat n el món econòmic x l nova variant d l covid-19 i de l pr q l situació es cmpliqui encara més a Alemanya, l nvembre h estat 1 mes mlt difícil x ls empresaris industrials d tot Europa https://t.co/6lpGKXWqlH",False,,"['x', 'n', '19', 'confianca', 'me', '1', 'economic', 'variant', 'cmpliqui', 'enmig', 'l', 'mon', 'europa', ""l'embolic"", 'q', 'dificil', 'h', 'el', 'tot', 'de', 'industria', 'cau', 'al', 'pr', 'encara', 'estat', 'situacio', 'covid', 'e', 'nvembre', 'mlt', 'industrials', 'novembre', 'la', 'nova', 'l', 'causat', 'alemanya', 'empresaris']"
es,1466150820106301441,2021-11-26 21:02:49+00:00,"En qué se diferencian los síntomas de la variante ómicron de otros casos de COVID-19, según médicos de Sudáfrica https://t.co/WE7zpwUN6l vía @12News",True,,"['segun', 'en', 'covid', 'sintomas', 'que', 'la', 'de', 'variante', 'sudafrica', '19', 'otros', 'los', 'medico', 'se', 'omicron', 'diferencian', 'casos']"
ja,1466150820043390978,2021-11-26 21:02:49+00:00,"@bingsuzuki 一番始めの西浦氏の計算した8割削減の効果が1.43倍水増しされた捏造である事が、sarkov28さんの詳細な検証で明らかになりました。
分科会には総括して欲しいですね。
https://t.co/iggOHQehZa
https://t.co/a1Pan9A3IP",False,quoted,"['nihaZong', 'ga1', 'Xi', 'Zao', 'shita8Ge', 'Fen', 'shiteYu', 'Pu', 'Guo', 'Yi', 'Jian', 'Suan', '43Bei', 'noXiao', 'sarkov28sannoXiang', 'shiidesune', 'noJi', 'rakaninarimashita', 'Hui', 'naJian', 'Gua', 'Xue', 'Shi', 'Fan', 'Zeng', 'deMing', 'Shui', 'shisaretaNie', 'dearuShi', 'Zheng', 'menoXi', 'ga', 'Ke']"
