lang,tweet_id,possibly_sensitive,created_at,text,type,clean_tweet
es,1466154850287247363,False,2021-11-28 21:18:50+00:00,"💻VISITA NUESTRO MICROSITIO
“Datos Personales Seguros #COVIDー19” 
Aquí: https://t.co/pBqU6ukhRi

🦠Es importante conocer los riesgos y amenazas a las que pueden estar expuestos tus datos personales ante la contingencia sanitaria por el Covid-19. https://t.co/rwbMgwAEDN",,"['covid', 'sanitarium', 'amenazas', 'que', 'el', 'tus', 'personales', 'por', 'micrositio', 'la', 'pueden', 'ante', 'los', 'estar', 'seguros', 'datos', 'expuestos', 'aqui', 'riesgos', 'conocer', 'la', 'visita', 'contingencia', 'importante', '19', 'e', 'nuestro']"
fr,1466154849532354581,False,2021-11-28 21:18:50+00:00,"@JLMelenchon C'est bizarre que les gentils scientifiques des méchants labos n'aient pas encore trouvé un bon vaccin à ARNm contre ce virus là ? Eux qui sont capables d'en trouver un en moins d'un an contre le virus du covid.
Qu'en pensez vous Jean Luc ?",replied_to,"['moins', 'vous', 'de', ""d'un"", 'covid', 'luc', 'que', 'scientifiques', '?', ""d'en"", 'trouver', 'contre', 'eux', 'arnm', 'le', 'vaccin', 'virus', 'qui', 'jean', 'labos', ""qu'en"", 'un', 'la', 'mechants', 'pensez', 'trouve', 'gentils', 'ce', 'pa', 'du', 'le', 'sont', ""c'est"", 'encore', 'en', 'bon', 'capables', ""n'aient"", 'bizarre']"
en,1466154846935994369,False,2021-11-28 21:18:50+00:00,"Ofcourse, another covid variant 🙄 too bad China already banned btc or else they’d do it again around this time",,"['banned', 'covid', 'btc', 'another', 'ofcourse', 'bad', 'variant', 'would', 'already', 'time', 'around', 'else', 'china']"
en,1466154845346357258,False,2021-11-28 21:18:49+00:00,@FrancyscSouza And do u have body aches and the trots…as that I believe is either this yrs flu or the new Covid variant…which is nothing to get excited over,replied_to,"['body', 'covid', 'nothing', 'either', 'new', 'flu', 'variant', 'trot', 'yr', 'get', 'believe', 'ache', 'excited']"
en,1466154845057044496,False,2021-11-28 21:18:49+00:00,Now Covid just keep giving us remixes I hate it here,,"['keep', 'covid', 'hate', 'remixes', 'giving', 'u']"
en,1466154843681210371,False,2021-11-28 21:18:49+00:00,"There is no time to waste. December 6th will mark 25 days to the end of 2021.  
Tell BioNTech, Johnson &amp; Johnson, Moderna and Pfizer to do their part to save millions of lives and end the COVID-19 pandemic &gt;&gt;
https://t.co/0NPDVtox2i",replied_to,"['waste', 'gt', 'covid', '&', 'day', 'end', 'tell', 'amp', '25', 'biontech', 'moderna', 'save', 'pandemic', 'million', '2021', 'johnson', 'life', '6th', 'part', 'time', '19', 'pfizer', 'december', 'mark']"
en,1466154841529626627,False,2021-11-28 21:18:48+00:00,@v8jhd It can’t be that ‘nobody noticed’ before tho can it. After effects of covid maybe? But it happens loads now doesn’t it.,replied_to,"[""'nobody"", 'load', 'covid', 'maybe', ""'"", 'effect', '?', 'not', 'happens', 'tho', 'noticed', 'can']"
en,1466154841407774724,False,2021-11-28 21:18:48+00:00,"@TanyaFusco @mferreriptbokaw Another quality @CPC_HQ candidate representing Canadian unity 😿

""Post COVID"" in March 2020; kind of says a lot 🙈

#cdnpoli",replied_to,"['candidate', 'covid', 'another', 'representing', 'quality', 'canadian', 'lot', 'unity', 'post', 'hq', '2020', 'kind', 'say', 'march']"
en,1466154840078393360,False,2021-11-28 21:18:48+00:00,"China is dealing with one of its worst Covid-19 outbreaks since Wuhan
https://t.co/AbiA2hN8vv",,"['outbreak', 'covid', 'one', 'since', 'wuhan', 'worst', '19', 'dealing', 'china']"
en,1466154840044802049,False,2021-11-28 21:18:48+00:00,"Trump tried to kill Biden with covid, and Biden didn't even get the sniffles.

What a weapon. https://t.co/ddHtZur0CT",quoted,"['covid', 'weapon', 'get', 'even', 'sniffle', 'biden', 'tried', 'kill', 'trump']"
en,1466154840023838720,False,2021-11-28 21:18:48+00:00,"All mRNA vaccines are likely to contain PEG (which can cause serious allergic reactions, death), which is used to stabilize the lipid nanoparticles, and the #Moderna COVID‐19 vaccine (like #Pfizer/#BioNTech)  also contains PEG 2000."" https://t.co/9THFpYs8m8",,"['covid', 'also', 'serious', 'likely', 'which', 'contain', 'like', 'vaccine', '/', 'lipid', 'reaction', 'contains', 'stabilize', 'mrna', 'vaccine', 'nanoparticles', 'death', 'peg', 'used', '2000', 'allergic', ')', '19', '(']"
en,1466154838736179205,False,2021-11-28 21:18:48+00:00,"Yet our vaccinations were not made for the newly mutated variant, but was for covid 19 and delta. The vaccine works, cause he has mild symptoms. Maybe if people actually took the virus seriously we wouldn’t have it mutate. https://t.co/j5czTdSCln",quoted,"['covid', 'took', 'people', 'virus', 'newly', 'seriously', 'symptom', 'work', 'mutated', 'actually', 'variant', 'yet', 'vaccine', 'delta', 'vaccination', 'maybe', 'mild', 'would', '19', 'mutate', 'made']"
en,1466154838694240258,False,2021-11-28 21:18:48+00:00,"@EmeraldRose0 @ReutersFacts Cohort of 765 in a study and the results, Expected &gt; Observed. Read the whole thing, but slides 7, 8, and 9 show the results. 
https://t.co/C9q0vUjw0G",replied_to,"['gt', 'whole', 'show', '&', 'read', 'observed', 'thing', 'slide', 'result', '9', 'expected', '7', '8', 'study', '765', 'cohort']"
fr,1466154838417453058,False,2021-11-28 21:18:47+00:00,"@BougieLefebvre @juste_Caro_ @Vadeboncoeur_Al Bullshit ton graphique! 5 morts dans les 20-29 ans! Arrêtes de propager des fausses nouvelles!

https://t.co/yDNZ5aFp2S https://t.co/GcLsNr7gJF",replied_to,"['dans', 'de', 'ton', '29', 'propager', 'al', 'nouvelles', 'arretes', 'fausses', 'le', 'bullshit', '5', '20', 'graphique', 'morts', '!', 'an', 'caro', 'de']"
en,1466154838190874628,False,2021-11-28 21:18:47+00:00,"Michael Bloomberg: Why I’m Backing Charter Schools
The public school system is failing. My philanthropy will give $750 million to a proven alternative.
 https://t.co/VUBJDKCAVV",,"['750', 'proven', 'alternative', 'system', 'philanthropy', 'I', 'give', 'bloomberg', 'public', 'school', 'failing', 'charter', 'backing', 'school', 'michael', 'million', '$']"
en,1466154836190187527,False,2021-11-28 21:18:47+00:00,1st U.S. Omicron Variant Case Detected In California. Look at the hazmat suits all for a milder COVID than the original -- and that one you had less than a 1% chance of dying.  But it IS San Francisco - recognized COVID fear capital of the world. https://t.co/W2d3SgeVNe https://t.co/5syKIK4Q6m,,"['covid', 'california', '1st', 'suit', 'milder', '1', 'hazmat', 'one', 'world', 'detected', 'omicron', 'chance', 'recognized', 'fear', 'variant', 'original', 'capital', 'san', 'le', 'francisco', 'case', 'look', 'dying', '%']"
en,1466154835779022849,False,2021-11-28 21:18:47+00:00,Leading Cardiologist Says Researchers Are Refusing to Publish Supporting Study Results That Show Covid Vaccine's Link To Massive Increase In Heart Attacks https://t.co/TRWf51qXRa via @gatewaypundit,,"['refusing', 'covid', 'cardiologist', 'heart', 'increase', 'result', 'link', 'publish', 'attack', 'supporting', 'study', 'vaccine', ""'s"", 'massive', 'researcher', 'show', 'leading', 'say']"
en,1466154834348937217,False,2021-11-28 21:18:47+00:00,"17/ Compare w/ USA's cumulative toll of 2,343 per million, the UK's 2,132 per million, to date. 
All because COVID_19 *could* be suppressed, only the UK &amp; USA didn't actually want to suppress it, only mitigate it, or IOW, play really stupid silly buggers

https://t.co/vxz6LG7xjz",quoted,"['play', 'silly', '132', 'covid', '&', 'stupid', 'toll', 'bugger', '*', '2', 'iow', 'could', 'uk', 'suppress', 'usa', 'amp', '343', 'million', 'date', '17/', 'actually', ""'s"", 'cumulative', 'want', 'really', 'mitigate', 'compare', 'per', 'w/', '19', 'suppressed']"
en,1466154834055385088,False,2021-11-28 21:18:46+00:00,"@Pravduh15 @enn_nafnlaus @chrischirp I had a strange side effect after my first pfizer, peripheral neurophathy that lasted a few days.  At the time I had already had covid and was desperate not to have it again. I had mild neuropathy after the second and nothing after the booster.",replied_to,"['neuropathy', 'covid', 'already', 'booster', 'effect', 'nafnlaus', 'day', 'neurophathy', 'nothing', 'strange', 'peripheral', 'lasted', 'second', 'first', 'side', 'mild', 'time', 'pfizer', 'desperate']"
en,1466154833430212608,False,2021-11-28 21:18:46+00:00,So Covid crashed the market ughh,,"['crashed', 'covid', 'ughh', 'market']"
en,1466154833396649992,False,2021-11-28 21:18:46+00:00,Hard Data Shows the Covid Vaccines Don’t Work https://t.co/Lf0MBA4q6n,,"['vaccine', 'covid', 'hard', 'data', 'work', 'show']"
en,1466154833015099396,False,2021-11-28 21:18:46+00:00,"Severe Covid infection doubles chances of dying in following year, study finds https://t.co/T9HZw4Haz6",,"['following', 'covid', 'infection', 'find', 'severe', 'chance', 'dying', 'study', 'double', 'year']"
en,1466154832465645568,False,2021-11-28 21:18:46+00:00,@PoPville @llcoolj maybe slightly less traffic on this day in Covid Times... but really... this city is so funny that it suffers such bad traffic from the tree lighting each year... yet they can not learn how to resolve this issue... Government Holiday? Early Government Release? two options,replied_to,"['covid', 'bad', '?', 'option', 'issue', 'early', 'government', 'lighting', 'tree', 'city', 'learn', 'resolve', 'traffic', 'holiday', 'yet', 'year', 'slightly', 'le', 'really', 'suffers', 'maybe', 'day', 'funny', 'time', 'release', 'two']"
en,1466154832218271753,False,2021-11-28 21:18:46+00:00,"Instead of using Greek letters, maybe the WHO could name new variants after Windows versions. Omicron feels like the Millennium Edition of Covid variants to me.",,"['could', 'using', 'covid', 'variant', 'edition', 'maybe', 'name', 'version', 'greek', 'feel', 'instead', 'letter', 'omicron', 'millennium', 'new', 'window', 'like']"
fr,1466154832016949256,False,2021-11-28 21:18:46+00:00,@tvanouvelles J'espère que on aura pas un autre Verus encore une fois j'en ai plus assez et tout le monde aussi je viens de perdre mon oncle et ma tante qui sont morts de la covid ils ont attrapé à l'hôpital il y a un mois de ça 🥲🥲🥲💔💔💔❤️‍🩹❤️‍🩹❤️‍🩹,replied_to,"[""j'en"", 'il', 'covid', 'que', 'ai', 'je', 'monde', 'aussi', 'oncle', 'verus', 'attrape', 'qui', 'un', 'la', 'mois', 'fois', 'mon', 'et', 'viens', 'morts', 'assez', 'ca', 'tante', 'aura', 'plus', 'une', ""l'hopital"", 'tout', 'pa', 'ont', 'perdre', ""j'espere"", 'de', 'le', 'sont', 'encore', 'il', 'autre']"
en,1466154831870140424,False,2021-11-28 21:18:46+00:00,"Severe Covid infection doubles chances of dying in following year, study finds https://t.co/6q0S2akQCw",,"['following', 'covid', 'infection', 'find', 'severe', 'chance', 'dying', 'study', 'double', 'year']"
en,1466154831798845452,False,2021-11-28 21:18:46+00:00,"Everyone should know with common sense NOT to go to a Hospital, Emergency Room, Urgent Care to get tested for Covid, testing is everywhere, just call around and get those schedules, however, the Hospital should have not tested them for covid or anything else.",replied_to,"['emergency', 'covid', 'sense', 'common', 'get', 'go', 'urgent', 'everyone', 'care', 'room', 'however', 'hospital', 'schedule', 'call', 'else', 'tested', 'testing', 'everywhere', 'anything', 'around', 'know']"
de,1466154831480078337,False,2021-11-28 21:18:46+00:00,"@SchwennickeM @ProfAlkas #Impfpflicht 

Endlich sagt JEMAND MAL WAHRE WORTE

an diese #Nazi Faschisten von der #CDU #SPD #Gruenen &amp; #FDP 
#Deutschland wird gerade von diesen Fascho-verbrechern abgebrannt!

Danke Schily! 

#COVID19 #Covid_19 #Fascist #propaganda &amp; #NWO MADNESS!
🖕#OlafScholz 🖕",replied_to,"['&', 'von', 'danke', 'sagt', 'endlich', 'fascho', 'worte', 'jemand', 'amp', 'faschisten', 'schily', 'mal', 'der', 'diesen', '!', 'madness', 'verbrechern', 'gerade', 'diese', 'wird', '19', 'wahre', 'abgebrannt']"
und,1466154830557237257,False,2021-11-28 21:18:46+00:00,https://t.co/rcnheRXhBs,,[]
fr,1466154828728606720,False,2021-11-28 21:18:45+00:00,"Omicron : l'OMS assure que ce nouveau variant ne provoque pour l'heure que des formes ""légères"" du Covid-19 https://t.co/9EtwjEawgZ",,"['de', 'covid', 'du', 'nouveau', 'que', 'ne', 'variant', 'provoque', 'formes', 'omicron', '19', ""l'heure"", ""l'oms"", 'assure', 'ce', 'pour', 'legeres']"
en,1466154828489498630,False,2021-11-28 21:18:45+00:00,"First US Omicron case identified in California: Health agency
First US Omicron case identified in California: Health agency
A person in California who had been vaccinated against Covid-19 became the first in the United States to have an identified case o… https://t.co/zeVyMmt2c5",,"['case', 'health', 'california', 'vaccinated', 'covid', 'agency', 'united', 'first', 'person', 'identified', 'omicron', '19', 'state', 'became', 'u']"
und,1466154828221067269,False,2021-11-28 21:18:45+00:00,https://t.co/aVEHlf5VHq,,[]
en,1466154828049133568,False,2021-11-28 21:18:45+00:00,"@DrSteveMurphy @Juliekearney2 @HSEprimarycare Pharmacy has electronically on patient record, two page patient consent form, paper record from PCRS for signing, submit to PCRS, email record to GP and maintain paper record for 7 years. Compared to the Covid jab which is consent form plus pharmavax electronic record.",replied_to,"['covid', 'patient', 'record', 'form', 'year', 'electronic', 'pcrs', 'submit', 'page', 'paper', 'pharmavax', 'signing', 'electronically', 'plus', 'pharmacy', 'compared', 'gp', 'consent', 'email', 'maintain', 'two', '7', 'jab']"
en,1466154827180912642,False,2021-11-28 21:18:45+00:00,"Despite the ongoing vaccination effort, new daily cases of COVID-19 are beginning to rise once again in parts of the United States. To d ... https://t.co/ogtShtk6nm",,"['ongoing', 'covid', 'rise', 'united', 'case', 'beginning', 'vaccination', '19', 'new', 'despite', 'part', 'state', 'daily', 'effort']"
es,1466154825356251138,False,2021-11-28 21:18:44+00:00,@pablimbig @AguantameA @tottixr @dani_mikan @inakiigutierrez Eso no fue por el covid. Brasil lamentablemente tiene mal sistema sanitario. Y suele colapsar cada año. Igu que muchos países. La diferencia es que ahora los medios hicieron amarillismo con ello. Igual acá y en más países,replied_to,"['mikan', 'covid', 'que', 'el', 'e', 'por', 'aca', 'la', 'colapsar', 'amarillismo', 'ello', 'mal', 'sanitario', 'igual', 'ma', 'cada', 'con', 'los', 'medios', 'igu', 'ahora', 'brasil', 'fue', 'muchos', 'lamentablemente', 'suele', 'sistema', 'paises', 'diferencia', 'en', 'eso', 'hicieron', 'tiene', 'ano']"
ja,1466154824148287488,False,2021-11-28 21:18:44+00:00,"正直副反応にうんざり…な気もするので私は3回目の接種には躊躇いますが、他の家族は受けるつもりのようです。（デジタルに疎いので両親のはフォローしないといけない…。）

新型コロナワクチン3回目接種に関するお知らせ - 君津市公式ホームページ https://t.co/6a50F5rfVe",,"['Xin', 'naQi', 'noJie', 'Zu', 'Zhong', 'Ying', 'Gong', 'Jun', 'ha3Hui', 'Xing', 'Shi', 'dezitaruniShu', 'inodeLiang', 'nohahuoroshinaitoikenai', 'haShou', 'Zhi', 'koronawakuchin3Hui', 'Ta', 'Fan', 'niGuan', 'Qin', '(', 'kerutsumorinoyoudesu', 'suruoZhi', 'niunzari', 'homupezi', 'Jin', 'noJia', 'rase', 'Zheng', 'Chu', ')', 'imasuga', 'mosurunodeSi', 'nihaChou', 'Mu', 'Fu', 'Jie']"
en,1466154823796117506,False,2021-11-28 21:18:44+00:00,Bron is big mad. Went from being hesitant about the jab to getting it only to get covid months later. So much protection. https://t.co/BSzF4im6ou,quoted,"['later', 'bron', 'covid', 'protection', 'hesitant', 'mad', 'big', 'month', 'get', 'getting', 'much', 'jab', 'went']"
en,1466154823510806529,False,2021-11-28 21:18:44+00:00,"9/9 Or, did Covid simply accelerate the secular shift in consumer behavior that was already happening due to the connected fitness technologies? Is this new class of innovators and capital tailwinds going to dry up? Is the Peloton Effect now dead? Post your thoughts below!",replied_to,"['covid', 'peloton', 'accelerate', 'dead', '9/9', '?', 'technology', 'post', 'behavior', 'already', 'new', 'class', 'secular', 'effect', 'thought', 'fitness', 'below', 'consumer', 'shift', 'dry', '!', 'innovator', 'capital', 'tailwind', 'due', 'up', 'simply', 'connected', 'happening', 'going']"
pt,1466154823431213060,False,2021-11-28 21:18:44+00:00,"Nao é a vacina ou o covid q vos vai matar, é o medo",,"['vos', 'covid', 'vacina', 'medo', 'q', 'matar', 'vai', 'nao', 'e', 'ou']"
en,1466154823296991232,False,2021-11-28 21:18:44+00:00,"The White House Just Announced the First Confirmed U.S. Case of the Omicron Variant of COVID-19
The White House Just Announced the First Confirmed U.S. Case of the Omicron Variant of COVID-19

WASHINGTON (AP) — A person in California who had been vaccina… https://t.co/zeVyMmt2c5",,"['case', 'covid', 'california', 'washington', 'first', 'ap', 'person', ')', 'variant', 'vaccina', 'omicron', 'white', '19', '(', 'confirmed', 'announced', 'house']"
en,1466154822583918597,False,2021-11-28 21:18:44+00:00,"https://t.co/Fdp4sjIUmx
COVID-19: Travel stocks help lead FTSE 100 higher in latest Omicron-driven market swing https://t.co/YIzRsaq5Gt",,"['ftse', 'swing', '100', 'covid', 'stock', 'driven', 'help', 'market', 'travel', 'omicron', '19', 'higher', 'lead', 'latest']"
en,1466154822370050050,False,2021-11-28 21:18:44+00:00,@Arcadiu15174978 @Independent_ie No you mean your!!kid is fine and had Covid and got over it!! .sadly that’s not the case for every child Or every  adult But I guess you’re going on The Me me attitude 😏 so good for you😉👍,replied_to,"['case', 'guess', 'attitude', 'covid', 'fine', 'mean', 'your', '!', 'good', 'sadly', 'every', 'adult', 'got', 'going', 'it', 'ie', 'kid', 'child']"
en,1466154822114193409,False,2021-11-28 21:18:44+00:00,so tired hearing about covid and all of her damn kids too,,"['kid', 'covid', 'tired', 'damn', 'hearing']"
pt,1466154821929648128,False,2021-11-28 21:18:44+00:00,@jairbolsonaro @ebserh @MEC_Comunicacao @mribeiroMEC Viu besta voltou a onda da COVID 19,replied_to,"['comunicacao', 'covid', 'besta', 'viu', 'da', 'onda', 'voltou', '19']"
en,1466154820444766212,False,2021-11-28 21:18:43+00:00,"@jordanbpeterson Well worth 6 minutes of anyone's time.

Someone on twitter I was talking to called Doshi an ""antivax loon"" for saying this. That's the state of the argument for the covid cultists.

https://t.co/XMHast9ojw",replied_to,"['covid', 'worth', 'talking', 'saying', 'twitter', 'minute', 'state', 'someone', 'antivax', 'argument', ""'s"", 'anyone', 'doshi', 'called', 'time', 'well', 'loon', '6', 'cultist']"
en,1466154820256112646,False,2021-11-28 21:18:43+00:00,@jazzygtg Fraudulent covid test I knew it,replied_to,"['fraudulent', 'test', 'covid', 'knew']"
en,1466154819664723972,False,2021-11-28 21:18:43+00:00,@TimRunsHisMouth Covid Vaccinations!,replied_to,"['!', 'covid', 'vaccination']"
fr,1466154818972573697,False,2021-11-28 21:18:43+00:00,"Négatif au covid, pensée a la daronne confiné dans la chambre, soon l'héritage https://t.co/GEHOVRgqnW",,"['dans', 'chambre', 'covid', 'confine', ""l'heritage"", 'pensee', 'soon', 'la', 'negatif', 'au', 'daronne']"
en,1466154817353486343,False,2021-11-28 21:18:42+00:00,"I got my #COVID19 #BoosterShot today #PostCovid 
#FullVideo on my #YoutubeChannel #JasonTheWorldisYours #LinkInBio 
#Covid #Coronavirus #StayHomeStaySafe #StayHome #MyPandemicSurvivalPlan #FlattenTheCurve #pandemic https://t.co/8QQHTlnWR5",replied_to,"['today', 'got']"
tr,1466154816158289927,False,2021-11-28 21:18:42+00:00,"@drfahrettinkoca Sayın Bakanım, süreçte en ön planda planda olan Covid yoğun bakım hemşirelerini umarım unutmazsınız.",replied_to,"['yogun', 'covid', 'surecte', 'olan', 'bakanim', 'en', 'planda', 'hemsirelerini', 'umarim', 'bakim', 'unutmazsiniz', 'sayin']"
pt,1466154815839424520,False,2021-11-28 21:18:42+00:00,"@MacielFariaCRF Ele testou positivo para Covid 

Pelo menos 10 dias fora",replied_to,"['menos', '10', 'dia', 'covid', 'testou', 'pelo', 'para', 'ele', 'positivo', 'forum']"
en,1466154815269003266,False,2021-11-28 21:18:42+00:00,@____whitney_ Omarion get Covid?,replied_to,"['covid', '@', 'omarion', '?', 'get', 'whitney']"
en,1466154814539243522,False,2021-11-28 21:18:42+00:00,@casertron3000 Doc covid stuff is doing my head in what's top 3 biscuits?,replied_to,"['covid', 'biscuit', 'top', 'stuff', '3', '?', 'doc', 'head']"
en,1466154813691998215,False,2021-11-28 21:18:42+00:00,Damn shame covid did not finish him off. https://t.co/VELrs348B8,quoted,"['shame', 'covid', 'damn', 'finish']"
en,1466154811997528070,False,2021-11-28 21:18:41+00:00,@PeterSweden7 @SemperArgentum It should be more unthinkable given that Covid can be acquired and spread regardless of vaccination status,replied_to,"['covid', 'given', 'status', 'acquired', 'unthinkable', 'vaccination', 'regardless', 'spread']"
en,1466154811947208707,False,2021-11-28 21:18:41+00:00,"@w4nk5r @NiamhOB39647686 @Mary_Morris1 @gavreilly you are claiming that orthodoxy is not orthodoxy, so yeah its all for you to prove,

just one lad.

even one...

the world recommends masks to contain spread of covid. I have nothing to prove, but indeed have a meta study ready for you.

just show us your research...",replied_to,"['covid', 'indeed', 'even', 'morris1', 'contain', 'study', 'mask', 'meta', 'one', 'world', 'claiming', 'lad', 'show', 'ready', 'spread', 'nothing', 'recommends', 'research', 'yeah', 'prove', 'u', 'orthodoxy']"
en,1466154811859124238,False,2021-11-28 21:18:41+00:00,"@_RealJeff45 Yeh looks like their vaccine mandates are spreading the covid around the world , 
Great job idiots !!!",replied_to,"['mandate', '@', 'spreading', 'covid', 'around', '!', 'job', 'look', 'great', 'realjeff45', 'world', 'vaccine', 'idiot', 'yeh', 'like']"
en,1466154811091566595,False,2021-11-28 21:18:41+00:00,"China is dealing with one of its worst Covid-19 outbreaks since Wuhan
https://t.co/qtXRRD5TXD",,"['outbreak', 'covid', 'one', 'since', 'wuhan', 'worst', '19', 'dealing', 'china']"
en,1466154811032846343,False,2021-11-28 21:18:41+00:00,"'Just take the vaccine': The hospital and patients still battling with the spectre of COVID https://t.co/8W5hia2JAi

She's been in a coma for months but look at the size of her! As if her story is going to convince healthy people to take the jab! 😂",,"['covid', 'battling', 'take', 'her', 'patient', 'people', ""'"", 'hospital', 'spectre', 'size', ""'just"", '!', 'coma', 'still', 'vaccine', 'convince', 'healthy', 'look', 'month', 'going', 'story', 'jab']"
en,1466154810474995723,False,2021-11-28 21:18:41+00:00,"@IsSkeptical @McKaylaRoseJ No, they are people who got other vaccinations prior to getting covid!!!

Haven't you figured out yet that vaccines intentionally contain viruses?

I haven't had the flu shot in over 30 years. Never get the flu, never got covid that in aware of. https://t.co/S3U0GSs01C",replied_to,"['covid', 'aware', 'flu', '?', 'shot', 'get', 'got', 'contain', 'people', 'vaccine', 'year', 'virus', 'figured', '30', '!', 'yet', 'getting', 'prior', 'vaccination', 'intentionally', 'never']"
en,1466154809841623044,False,2021-11-28 21:18:41+00:00,"By the FDAs own definition, every case of covid-19 in vaccanited people was a vaccine failure.

How people that have caught covid have actually been reported to VAERS? 🤔

Here's what they released for now

https://t.co/fSn457T0HU https://t.co/gjzGCnud5N",,"['case', 'definition', 'caught', 'covid', 'people', 'vaers', 'actually', 'every', 'failure', '?', 'vaccine', 'reported', '19', 'released', 'vaccanited', 'fda']"
en,1466154808956657668,False,2021-11-28 21:18:40+00:00,@ThomasClay3 You really are a fucking clown. Clearly covid has caused your developmental delay too,replied_to,"['really', 'covid', 'developmental', 'clearly', 'clown', 'caused', 'fucking', 'delay']"
es,1466154808587571204,False,2021-11-28 21:18:40+00:00,"¿Pues no que la Flor más Bella de la Encuesta es tan ""popular""? Tienen que acarrearle pendejos de todos lados para que se le llene el circo del covid.
#AMLOCorrupto",,"['circo', 'covid', 'bella', 'pues', 'que', '?', 'el', 'popular', 'encuesta', 'pendejos', 'flor', 'lados', 'acarrearle', 'se', 'llene', 'la', 'ma', 'para', 'todos', 'tienen', 'de', 'le', 'del', 'e', 'tan']"
en,1466154808587563009,False,2021-11-28 21:18:40+00:00,@xSkilledBeauty Have a ton actually! Had a few artist recreate my original in their style! Had to support smaller artist when COVID happened last year !,replied_to,"['style', 'ton', 'covid', 'last', 'recreate', 'artist', '!', 'happened', 'actually', 'smaller', 'support', 'original', 'year']"
en,1466154808361037827,False,2021-11-28 21:18:40+00:00,"@Peatches66 I cant, the pants aren't sized for covid wgt....",replied_to,"['wgt', 'covid', 'not', 'pant', 'sized', 'can']"
es,1466154807996129286,False,2021-11-28 21:18:40+00:00,"No fue fuga,es la obligación de asistir al covid -fest de AMLO , es querer cumplir su deber moral de  acompañar a su padrino y darle su abrazo,recuerden q según Rosa Icela , está dando mejor resultado q la militarización de calderon pese a los más de 110000 muertos https://t.co/kHf02MDPRz",quoted,"['muertos', 'obligacion', 'covid', 'al', 'darle', 'su', 'amlo', 'asistir', 'abrazo', 'calderon', 'militarizacion', 'la', 'esta', 'padrino', 'rosa', 'acompanar', 'resultado', 'ma', 'recuerden', 'los', 'pese', 'segun', 'cumplir', 'fue', 'querer', 'fuga', 'dando', 'de', 'q', 'moral', '110000', 'fest', 'icela', 'deber', 'e', 'mejor']"
en,1466154807316697091,False,2021-11-28 21:18:40+00:00,@julie_kelly2 Question Fauci’s connection to Psycho Fuucking Hillary Rotten Clinton and you’ve exposed Covid,,"['covid', 'fauci', 'rotten', 'clinton', 'question', 'hillary', 'exposed', 'kelly2', 'fuucking', ""'s"", 'psycho', 'connection']"
es,1466154806838546437,False,2021-11-28 21:18:40+00:00,"Verga, hoy es mi COVID aniversario",,"['covid', 'verga', 'mi', 'aniversario', 'e', 'hoy']"
it,1466154806628823048,False,2021-11-28 21:18:40+00:00,"Seattle Recall Voto degli Stati membri del consiglio comunale marxista: ""Vota ""NO"" al richiamo di destra - https://t.co/TT5RPaOft1 Recall Voto degli Stati membri del con... https://t.co/r4jzPXhqwh",,"['consiglio', 'voto', 'di', 'destra', 'del', 'comunale', 'seattle', 'al', 'vota', 'degli', 'recall', 'stati', 'membri', 'richiamo', 'marxista']"
en,1466154806108569603,False,2021-11-28 21:18:40+00:00,"@POTUS Imagine a president that ignores 16.88% inflation, total confusion at best Covid communications, soaring continued education and medical costs, and continues to ignore what SpaceX and Tesla are doing for the US because of his UAW masters! 90's policy over progress!",replied_to,"['covid', 'ignores', 'progress', 'master', 'continued', 'soaring', 'ignore', 'inflation', 'best', 'imagine', 'policy', 'medical', 'confusion', 'cost', '!', 'communication', ""'s"", '90', 'continues', 'tesla', 'uaw', 'spacex', 'education', 'total', '88', '16', '%', 'u', 'president']"
es,1466154805693460508,False,2021-11-28 21:18:40+00:00,"Ellos son nuestros médicos residentes del departamento de Medicina Interna del Hospital Regional de Occidente 👏🏼

Héroes de primera línea de la pandemia COVID-19

Salubristas de ❤ del HRO  ¡Somos Buenos! 👌🏽 https://t.co/p5B0KF77GO",,"['medico', 'covid', 'salubristas', 'son', 'hro', 'regional', 'pandemia', 'buenos', 'la', 'hospital', 'occidente', 'hero', 'medicina', 'nuestros', 'departamento', 'residentes', 'linea', '!', 'ellos', 'primera', 'somos', 'de', 'del', 'interna', '19']"
en,1466154805487976451,False,2021-11-28 21:18:40+00:00,@TomiLahren There’s still no quick on site test for delta but they got this one out in less than a week?   I’m calling BS💩🤦🏼‍♀️ #Tests #Covid #OmicronVarient #coronavirus #Corona #Omicron #Variant #B11529 #BidenIsAFailure #covidvariant,replied_to,"['delta', 'one', 'quick', 'I', 'test', 'b', 'calling', 'still', '?', 'week', 'site', 'got', 'le']"
en,1466154804623732737,False,2021-11-28 21:18:39+00:00,🐄 @DairyNZ CEO @tim_mackle on @TheCountry about the importance of planning in case someone on-farm tests positive for Covid-19: https://t.co/qzTZMaQ2PS,,"['case', 'covid', 'someone', 'positive', 'mackle', 'importance', 'ceo', 'farm', '19', 'planning', 'test']"
